;index;Produktvariante;Prozessschritt;Auftragsnummer;Prozessbeschreibung;Prozessnummer;Startdatum;Startzeit;Enddatum;Endzeit;Arbeitsstation;Transportzeit;werkstueckID
984;984;8010;10;1358;release a defined part on stopper 1;212;12.05.2021;18:44:48;12.05.2021;18:45:02;5;0;182
985;985;8010;20;1358;feed part from magazin;200;12.05.2021;18:45:29;12.05.2021;18:45:31;11;27;182
986;986;8010;30;1358;assemble a PCB with one fuse left;302;12.05.2021;19:03:47;12.05.2021;19:05:57;8;6;182
987;987;8010;40;1358;feed part from magazin;200;12.05.2021;19:06:38;12.05.2021;19:06:40;6;63;182
988;988;8010;50;1358;pressing for time in seconds;110;12.05.2021;19:07:03;12.05.2021;19:07:05;7;14;182
989;989;8010;60;1358;store a part from stopper 2;211;12.05.2021;19:08:48;12.05.2021;19:09:00;5;1126;182
990;990;8110;10;1358;release a defined part on stopper 1;212;12.05.2021;18:45:13;12.05.2021;18:45:27;5;0;183
991;991;8110;20;1358;feed part from magazin;200;12.05.2021;18:45:53;12.05.2021;18:45:55;11;27;183
992;992;8110;30;1358;assembly part with defined PCB;300;12.05.2021;19:00:37;12.05.2021;19:02:08;8;6;183
993;993;8110;40;1358;feed part from magazin;200;12.05.2021;19:02:49;12.05.2021;19:02:52;6;63;183
994;994;8110;50;1358;pressing for time in seconds;110;12.05.2021;19:03:05;12.05.2021;19:03:07;7;14;183
995;995;8110;60;1358;store a part from stopper 2;211;12.05.2021;19:04:54;12.05.2021;19:05:06;5;1126;183
996;996;8110;10;1358;release a defined part on stopper 1;212;12.05.2021;18:45:54;12.05.2021;18:46:08;5;0;184
997;997;8110;20;1358;feed part from magazin;200;12.05.2021;18:46:35;12.05.2021;18:46:37;11;27;184
998;998;8110;30;1358;assembly part with defined PCB;300;12.05.2021;18:56:51;12.05.2021;18:58:21;8;6;184
999;999;8110;40;1358;feed part from magazin;200;12.05.2021;18:59:13;12.05.2021;18:59:15;6;63;184
1000;1000;8110;50;1358;pressing for time in seconds;110;12.05.2021;18:59:31;12.05.2021;18:59:33;7;14;184
1001;1001;8110;60;1358;store a part from stopper 2;211;12.05.2021;19:01:07;12.05.2021;19:01:19;5;1126;184
1002;1002;8110;10;1358;release a defined part on stopper 1;212;12.05.2021;18:47:25;12.05.2021;18:47:40;5;0;185
1003;1003;8110;20;1358;feed part from magazin;200;12.05.2021;18:48:07;12.05.2021;18:48:09;11;27;185
1004;1004;8110;30;1358;assembly part with defined PCB;300;12.05.2021;18:55:16;12.05.2021;18:56:46;8;6;185
1005;1005;8110;40;1358;feed part from magazin;200;12.05.2021;18:57:28;12.05.2021;18:57:30;6;63;185
1006;1006;8110;50;1358;pressing for time in seconds;110;12.05.2021;18:57:45;12.05.2021;18:57:47;7;14;185
1007;1007;8110;60;1358;store a part from stopper 2;211;12.05.2021;18:59:30;12.05.2021;18:59:43;5;1126;185
1008;1008;8110;10;1358;release a defined part on stopper 1;212;12.05.2021;18:49:14;12.05.2021;18:49:28;5;0;186
1009;1009;8110;20;1358;feed part from magazin;200;12.05.2021;18:49:55;12.05.2021;18:49:57;11;27;186
1010;1010;8110;30;1358;assembly part with defined PCB;300;12.05.2021;19:02:12;12.05.2021;19:03:42;8;6;186
1011;1011;8110;40;1358;feed part from magazin;200;12.05.2021;19:04:26;12.05.2021;19:04:29;6;63;186
1012;1012;8110;50;1358;pressing for time in seconds;110;12.05.2021;19:04:46;12.05.2021;19:04:48;7;14;186
1013;1013;8110;60;1358;store a part from stopper 2;211;12.05.2021;19:06:44;12.05.2021;19:06:55;5;1126;186
1014;1014;8110;10;1358;release a defined part on stopper 1;212;12.05.2021;18:50:56;12.05.2021;18:51:10;5;0;187
1015;1015;8110;20;1358;feed part from magazin;200;12.05.2021;18:51:37;12.05.2021;18:51:39;11;27;187
1016;1016;8110;30;1358;assembly part with defined PCB;300;12.05.2021;18:58:28;12.05.2021;18:59:59;8;6;187
1017;1017;8110;40;1358;feed part from magazin;200;12.05.2021;19:00:40;12.05.2021;19:00:43;6;63;187
1018;1018;8110;50;1358;pressing for time in seconds;110;12.05.2021;19:00:59;12.05.2021;19:01:01;7;14;187
1019;1019;8110;60;1358;store a part from stopper 2;211;12.05.2021;19:02:22;12.05.2021;19:02:35;5;1126;187
1020;1020;8011;10;1359;release a defined part on stopper 1;212;12.05.2021;19:01:20;12.05.2021;19:01:35;5;0;188
1021;1021;8011;20;1359;feed part from magazin;200;12.05.2021;19:02:01;12.05.2021;19:02:03;11;27;188
1022;1022;8011;30;1359;assemble a PCB with fuse left and right ;304;12.05.2021;19:06:01;12.05.2021;19:07:53;8;6;188
1023;1023;8011;40;1359;feed part from magazin;200;12.05.2021;19:08:48;12.05.2021;19:08:51;6;63;188
1024;1024;8011;50;1359;pressing for time in seconds;110;12.05.2021;19:09:09;12.05.2021;19:09:11;7;14;188
1025;1025;8011;60;1359;store a part from stopper 2;211;12.05.2021;19:10:50;12.05.2021;19:11:02;5;1126;188
1026;1026;8011;10;1359;release a defined part on stopper 1;212;12.05.2021;19:03:05;12.05.2021;19:03:18;5;0;189
1027;1027;8011;20;1359;feed part from magazin;200;12.05.2021;19:03:44;12.05.2021;19:03:47;11;27;189
1028;1028;8011;30;1359;assemble a PCB with fuse left and right ;304;12.05.2021;19:07:57;12.05.2021;19:09:48;8;6;189
1029;1029;8011;40;1359;feed part from magazin;200;12.05.2021;19:10:34;12.05.2021;19:10:36;6;63;189
1030;1030;8011;50;1359;pressing for time in seconds;110;12.05.2021;19:10:53;12.05.2021;19:10:56;7;14;189
1031;1031;8011;60;1359;store a part from stopper 2;211;12.05.2021;19:12:14;12.05.2021;19:12:27;5;1126;189
1032;1032;8011;10;1359;release a defined part on stopper 1;212;12.05.2021;19:03:21;12.05.2021;19:03:33;5;0;190
1033;1033;8011;20;1359;feed part from magazin;200;12.05.2021;19:04:00;12.05.2021;19:04:02;11;27;190
1034;1034;8011;30;1359;assemble a PCB with fuse left and right ;304;12.05.2021;19:21:30;12.05.2021;19:23:21;8;6;190
1035;1035;8011;40;1359;feed part from magazin;200;12.05.2021;19:24:15;12.05.2021;19:24:18;6;63;190
1036;1036;8011;50;1359;pressing for time in seconds;110;12.05.2021;19:24:33;12.05.2021;19:24:35;7;14;190
1037;1037;8011;60;1359;store a part from stopper 2;211;12.05.2021;19:26:31;12.05.2021;19:26:43;5;1126;190
1038;1038;8011;10;1359;release a defined part on stopper 1;212;12.05.2021;19:03:37;12.05.2021;19:03:50;5;0;191
1039;1039;8011;20;1359;feed part from magazin;200;12.05.2021;19:04:17;12.05.2021;19:04:19;11;27;191
1040;1040;8011;30;1359;assemble a PCB with fuse left and right ;304;12.05.2021;19:10:15;12.05.2021;19:12:06;8;6;191
1041;1041;8011;40;1359;feed part from magazin;200;12.05.2021;19:13:10;12.05.2021;19:13:12;6;63;191
1042;1042;8011;50;1359;pressing for time in seconds;110;12.05.2021;19:13:27;12.05.2021;19:13:30;7;14;191
1043;1043;8011;60;1359;store a part from stopper 2;211;12.05.2021;19:15:14;12.05.2021;19:15:26;5;1126;191
1044;1044;8011;10;1359;release a defined part on stopper 1;212;12.05.2021;19:03:54;12.05.2021;19:04:08;5;0;192
1045;1045;8011;20;1359;feed part from magazin;200;12.05.2021;19:04:35;12.05.2021;19:04:36;11;27;192
1046;1046;8011;30;1359;assemble a PCB with fuse left and right ;304;12.05.2021;19:23:28;12.05.2021;19:25:19;8;6;192
1047;1047;8011;40;1359;feed part from magazin;200;12.05.2021;19:26:09;12.05.2021;19:26:12;6;63;192
1048;1048;8011;50;1359;pressing for time in seconds;110;12.05.2021;19:26:25;12.05.2021;19:26:27;7;14;192
1049;1049;8011;60;1359;store a part from stopper 2;211;12.05.2021;19:28:04;12.05.2021;19:28:16;5;1126;192
1050;1050;8111;10;1359;release a defined part on stopper 1;212;12.05.2021;19:04:18;12.05.2021;19:04:31;5;0;193
1051;1051;8111;20;1359;feed part from magazin;200;12.05.2021;19:04:58;12.05.2021;19:05:00;11;27;193
1052;1052;8111;30;1359;assembly part with defined PCB;300;12.05.2021;19:17:58;12.05.2021;19:19:42;8;6;193
1053;1053;8111;40;1359;feed part from magazin;200;12.05.2021;19:20:42;12.05.2021;19:20:44;6;63;193
1054;1054;8111;50;1359;pressing for time in seconds;110;12.05.2021;19:21:06;12.05.2021;19:21:08;7;14;193
1055;1055;8111;60;1359;store a part from stopper 2;211;12.05.2021;19:22:51;12.05.2021;19:23:03;5;1126;193
1056;1056;8111;10;1359;release a defined part on stopper 1;212;12.05.2021;19:04:37;12.05.2021;19:04:50;5;0;194
1057;1057;8111;20;1359;feed part from magazin;200;12.05.2021;19:05:17;12.05.2021;19:05:18;11;27;194
1058;1058;8111;30;1359;assembly part with defined PCB;300;12.05.2021;19:12:10;12.05.2021;19:13:49;8;6;194
1059;1059;8111;40;1359;feed part from magazin;200;12.05.2021;19:14:39;12.05.2021;19:14:42;6;63;194
1060;1060;8111;50;1359;pressing for time in seconds;110;12.05.2021;19:14:57;12.05.2021;19:14:59;7;14;194
1061;1061;8111;60;1359;store a part from stopper 2;211;12.05.2021;19:16:32;12.05.2021;19:16:44;5;1126;194
1062;1062;8111;10;1359;release a defined part on stopper 1;212;12.05.2021;19:06:56;12.05.2021;19:07:09;5;0;195
1063;1063;8111;20;1359;feed part from magazin;200;12.05.2021;19:07:36;12.05.2021;19:07:38;11;27;195
1064;1064;8111;30;1359;assembly part with defined PCB;300;12.05.2021;19:13:53;12.05.2021;19:15:32;8;6;195
1065;1065;8111;40;1359;feed part from magazin;200;12.05.2021;19:16:13;12.05.2021;19:16:16;6;63;195
1066;1066;8111;50;1359;pressing for time in seconds;110;12.05.2021;19:16:29;12.05.2021;19:16:31;7;14;195
1067;1067;8111;60;1359;store a part from stopper 2;211;12.05.2021;19:18:16;12.05.2021;19:18:29;5;1126;195
1068;1068;8111;10;1359;release a defined part on stopper 1;212;12.05.2021;19:09:00;12.05.2021;19:09:15;5;0;196
1069;1069;8111;20;1359;feed part from magazin;200;12.05.2021;19:09:42;12.05.2021;19:09:43;11;27;196
1070;1070;8111;30;1359;assembly part with defined PCB;300;12.05.2021;19:15:36;12.05.2021;19:17:15;8;6;196
1071;1071;8111;40;1359;feed part from magazin;200;12.05.2021;19:18:05;12.05.2021;19:18:07;6;63;196
1072;1072;8111;50;1359;pressing for time in seconds;110;12.05.2021;19:18:22;12.05.2021;19:18:24;7;14;196
1073;1073;8111;60;1359;store a part from stopper 2;211;12.05.2021;19:19:42;12.05.2021;19:19:56;5;1126;196
1074;1074;8111;10;1359;release a defined part on stopper 1;212;12.05.2021;19:11:03;12.05.2021;19:11:17;5;0;197
1075;1075;8111;20;1359;feed part from magazin;200;12.05.2021;19:11:44;12.05.2021;19:11:47;11;27;197
1076;1076;8111;30;1359;assembly part with defined PCB;300;12.05.2021;19:19:47;12.05.2021;19:21:26;8;6;197
1077;1077;8111;40;1359;feed part from magazin;200;12.05.2021;19:22:22;12.05.2021;19:22:24;6;63;197
1078;1078;8111;50;1359;pressing for time in seconds;110;12.05.2021;19:22:38;12.05.2021;19:22:40;7;14;197
1079;1079;8111;60;1359;store a part from stopper 2;211;12.05.2021;19:24:14;12.05.2021;19:24:25;5;1126;197
1080;1080;8010;10;1360;release a defined part on stopper 1;212;12.05.2021;19:20:02;12.05.2021;19:20:17;5;0;198
1081;1081;8010;20;1360;feed part from magazin;200;12.05.2021;19:20:43;12.05.2021;19:20:45;11;27;198
1082;1082;8010;30;1360;assemble a PCB with one fuse left;302;12.05.2021;19:25:23;12.05.2021;19:25:50;8;6;198
1083;1083;8010;40;1360;feed part from magazin;200;12.05.2021;19:26:39;12.05.2021;19:36:33;6;63;198
1084;1084;8010;50;1360;pressing for time in seconds;110;12.05.2021;19:40:04;12.05.2021;19:40:06;7;14;198
1085;1085;8010;60;1360;store a part from stopper 2;211;12.05.2021;19:41:45;12.05.2021;19:41:57;5;1126;198
1086;1086;8010;20;1360;feed part from magazin;200;12.05.2021;19:20:59;12.05.2021;19:21:01;11;27;error
1087;1087;8010;30;1360;assemble a PCB with one fuse left;302;12.05.2021;19:39:44;12.05.2021;19:41:27;8;6;error
1088;1088;8010;40;1360;feed part from magazin;200;12.05.2021;19:42:15;12.05.2021;19:42:17;6;63;error
1089;1089;8010;50;1360;pressing for time in seconds;110;12.05.2021;19:42:30;12.05.2021;19:42:33;7;14;error
1090;1090;8010;60;1360;store a part from stopper 2;211;12.05.2021;19:44:04;12.05.2021;19:44:18;5;1126;error
1091;1091;8010;10;1360;release a defined part on stopper 1;212;12.05.2021;19:20:20;12.05.2021;19:20:32;5;0;error
1092;1092;8010;10;1360;release a defined part on stopper 1;212;12.05.2021;19:20:36;12.05.2021;19:20:49;5;0;201
1093;1093;8010;20;1360;feed part from magazin;200;12.05.2021;19:21:16;12.05.2021;19:21:18;11;27;201
1094;1094;8010;30;1360;assemble a PCB with one fuse left;302;12.05.2021;19:26:23;12.05.2021;19:27:37;8;6;201
1095;1095;8010;40;1360;feed part from magazin;200;;;;;6;63;201
1096;1096;8010;50;1360;pressing for time in seconds;110;;;;;7;14;201
1097;1097;8010;60;1360;store a part from stopper 2;211;;;;;5;1126;201
1098;1098;8010;10;1360;release a defined part on stopper 1;212;12.05.2021;19:21:33;12.05.2021;19:21:47;5;0;202
1099;1099;8010;20;1360;feed part from magazin;200;12.05.2021;19:22:14;12.05.2021;19:22:16;11;27;202
1100;1100;8010;30;1360;assemble a PCB with one fuse left;302;12.05.2021;19:36:12;12.05.2021;19:37:55;8;6;202
1101;1101;8010;40;1360;feed part from magazin;200;12.05.2021;19:39:54;12.05.2021;19:39:56;6;63;202
1102;1102;8010;50;1360;pressing for time in seconds;110;12.05.2021;19:40:39;12.05.2021;19:40:41;7;14;202
1103;1103;8010;60;1360;store a part from stopper 2;211;12.05.2021;19:42:16;12.05.2021;19:42:28;5;1126;202
1104;1104;8010;10;1360;release a defined part on stopper 1;212;12.05.2021;19:21:51;12.05.2021;19:22:05;5;0;203
1105;1105;8010;20;1360;feed part from magazin;200;12.05.2021;19:22:31;12.05.2021;19:22:33;11;27;203
1106;1106;8010;30;1360;assemble a PCB with one fuse left;302;12.05.2021;19:41:31;12.05.2021;19:43:14;8;6;203
1107;1107;8010;40;1360;feed part from magazin;200;12.05.2021;19:44:07;12.05.2021;19:44:09;6;63;203
1108;1108;8010;50;1360;pressing for time in seconds;110;12.05.2021;19:44:25;12.05.2021;19:44:27;7;14;203
1109;1109;8010;60;1360;store a part from stopper 2;211;12.05.2021;19:46:32;12.05.2021;19:46:44;5;1126;203
1110;1110;8111;10;1360;release a defined part on stopper 1;212;12.05.2021;19:22:14;12.05.2021;19:22:28;5;0;204
1111;1111;8111;20;1360;feed part from magazin;200;12.05.2021;19:22:55;12.05.2021;19:22:57;11;27;204
1112;1112;8111;30;1360;assembly part with defined PCB;300;12.05.2021;19:27:42;12.05.2021;19:27:55;8;6;204
1113;1113;8111;40;1360;feed part from magazin;200;;;;;6;63;204
1114;1114;8111;50;1360;pressing for time in seconds;110;;;;;7;14;204
1115;1115;8111;60;1360;store a part from stopper 2;211;;;;;5;1126;204
1116;1116;8111;10;1360;release a defined part on stopper 1;212;12.05.2021;19:24:31;12.05.2021;19:24:45;5;0;205
1117;1117;8111;20;1360;feed part from magazin;200;12.05.2021;19:25:12;12.05.2021;19:25:14;11;27;205
1118;1118;8111;30;1360;assembly part with defined PCB;300;12.05.2021;19:37:59;12.05.2021;19:39:39;8;6;205
1119;1119;8111;40;1360;feed part from magazin;200;12.05.2021;19:40:27;12.05.2021;19:40:29;6;63;205
1120;1120;8111;50;1360;pressing for time in seconds;110;12.05.2021;19:40:47;12.05.2021;19:40:49;7;14;205
1121;1121;8111;60;1360;store a part from stopper 2;211;12.05.2021;19:43:29;12.05.2021;19:43:41;5;1126;205
1122;1122;8111;10;1360;release a defined part on stopper 1;212;12.05.2021;19:26:44;12.05.2021;19:26:59;5;0;206
1123;1123;8111;20;1360;feed part from magazin;200;12.05.2021;19:27:26;12.05.2021;19:27:28;11;27;206
1124;1124;8111;30;1360;assembly part with defined PCB;300;12.05.2021;19:43:19;12.05.2021;19:44:58;8;6;206
1125;1125;8111;40;1360;feed part from magazin;200;12.05.2021;19:45:54;12.05.2021;19:45:56;6;63;206
1126;1126;8111;50;1360;pressing for time in seconds;110;12.05.2021;19:46:11;12.05.2021;19:46:13;7;14;206
1127;1127;8111;60;1360;store a part from stopper 2;211;12.05.2021;19:48:43;12.05.2021;19:48:56;5;1126;206
1128;1128;8111;10;1360;release a defined part on stopper 1;212;12.05.2021;19:41:15;12.05.2021;19:41:29;5;0;207
1129;1129;8111;20;1360;feed part from magazin;200;12.05.2021;19:41:56;12.05.2021;19:41:58;11;27;207
1130;1130;8111;30;1360;assembly part with defined PCB;300;12.05.2021;19:45:03;12.05.2021;19:46:42;8;6;207
1131;1131;8111;40;1360;feed part from magazin;200;12.05.2021;19:47:28;12.05.2021;19:47:30;6;63;207
1132;1132;8111;50;1360;pressing for time in seconds;110;12.05.2021;19:47:43;12.05.2021;19:47:46;7;14;207
1133;1133;8111;60;1360;store a part from stopper 2;211;12.05.2021;19:49:28;12.05.2021;19:49:42;5;1126;207
1134;1134;8111;10;1360;release a defined part on stopper 1;212;12.05.2021;19:41:58;12.05.2021;19:42:12;5;0;208
1135;1135;8111;20;1360;feed part from magazin;200;12.05.2021;19:42:39;12.05.2021;19:42:40;11;27;208
1136;1136;8111;30;1360;assembly part with defined PCB;300;12.05.2021;19:47:03;12.05.2021;19:48:43;8;6;208
1137;1137;8111;40;1360;feed part from magazin;200;12.05.2021;19:49:28;12.05.2021;19:49:30;6;63;208
1138;1138;8111;50;1360;pressing for time in seconds;110;12.05.2021;19:49:43;12.05.2021;19:49:46;7;14;208
1139;1139;8111;60;1360;store a part from stopper 2;211;12.05.2021;19:52:00;12.05.2021;19:52:14;5;1126;208
1140;1140;8011;10;1361;release a defined part on stopper 1;212;12.05.2021;19:46:45;12.05.2021;19:47:00;5;0;209
1141;1141;8011;20;1361;feed part from magazin;200;12.05.2021;19:47:26;12.05.2021;19:47:28;11;27;209
1142;1142;8011;30;1361;assemble a PCB with fuse left and right ;304;12.05.2021;19:49:02;12.05.2021;19:50:55;8;6;209
1143;1143;8011;40;1361;feed part from magazin;200;12.05.2021;19:51:36;12.05.2021;19:51:38;6;63;209
1144;1144;8011;50;1361;pressing for time in seconds;110;12.05.2021;19:52:19;12.05.2021;19:53:41;7;14;209
1145;1145;8011;60;1361;store a part from stopper 2;211;;;;;5;1126;209
1146;1146;8011;10;1361;release a defined part on stopper 1;212;12.05.2021;19:47:04;12.05.2021;19:47:20;5;0;210
1147;1147;8011;20;1361;feed part from magazin;200;12.05.2021;19:47:47;12.05.2021;19:47:48;11;27;210
1148;1148;8011;30;1361;assemble a PCB with fuse left and right ;304;12.05.2021;19:50:59;12.05.2021;19:52:51;8;6;210
1149;1149;8011;40;1361;feed part from magazin;200;12.05.2021;19:54:09;12.05.2021;19:54:11;6;63;210
1150;1150;8011;50;1361;pressing for time in seconds;110;12.05.2021;19:54:35;12.05.2021;19:54:37;7;14;210
1151;1151;8011;60;1361;store a part from stopper 2;211;12.05.2021;19:56:21;12.05.2021;19:56:34;5;1126;210
1152;1152;8011;10;1361;release a defined part on stopper 1;212;12.05.2021;19:47:23;12.05.2021;19:47:39;5;0;211
1153;1153;8011;20;1361;feed part from magazin;200;12.05.2021;19:48:06;12.05.2021;19:48:07;11;27;211
1154;1154;8011;30;1361;assemble a PCB with fuse left and right ;304;12.05.2021;19:52:55;12.05.2021;19:54:46;8;6;211
1155;1155;8011;40;1361;feed part from magazin;200;12.05.2021;19:55:39;12.05.2021;19:55:42;6;63;211
1156;1156;8011;50;1361;pressing for time in seconds;110;12.05.2021;19:55:55;12.05.2021;19:55:57;7;14;211
1157;1157;8011;60;1361;store a part from stopper 2;211;12.05.2021;19:57:43;12.05.2021;19:57:57;5;1126;211
1158;1158;8011;10;1361;release a defined part on stopper 1;212;12.05.2021;19:48:11;12.05.2021;19:48:27;5;0;212
1159;1159;8011;20;1361;feed part from magazin;200;12.05.2021;19:48:54;12.05.2021;19:48:55;11;27;212
1160;1160;8011;30;1361;assemble a PCB with fuse left and right ;304;12.05.2021;20:04:32;12.05.2021;20:10:56;8;6;212
1161;1161;8011;40;1361;feed part from magazin;200;12.05.2021;20:12:16;12.05.2021;20:12:18;6;63;212
1162;1162;8011;50;1361;pressing for time in seconds;110;12.05.2021;20:12:41;12.05.2021;20:12:43;7;14;212
1163;1163;8011;60;1361;store a part from stopper 2;211;12.05.2021;20:14:57;12.05.2021;20:15:09;5;1126;212
1164;1164;8011;10;1361;release a defined part on stopper 1;212;12.05.2021;19:48:57;12.05.2021;19:49:12;5;0;213
1165;1165;8011;20;1361;feed part from magazin;200;12.05.2021;19:49:39;12.05.2021;19:49:41;11;27;213
1166;1166;8011;30;1361;assemble a PCB with fuse left and right ;304;12.05.2021;19:55:37;12.05.2021;19:57:29;8;6;213
1167;1167;8011;40;1361;feed part from magazin;200;12.05.2021;19:58:15;12.05.2021;19:58:18;6;63;213
1168;1168;8011;50;1361;pressing for time in seconds;110;12.05.2021;19:58:44;12.05.2021;19:58:46;7;14;213
1169;1169;8011;60;1361;store a part from stopper 2;211;12.05.2021;20:00:32;12.05.2021;20:00:45;5;1126;213
1170;1170;8110;10;1361;release a defined part on stopper 1;212;12.05.2021;19:49:15;12.05.2021;19:49:27;5;0;214
1171;1171;8110;20;1361;feed part from magazin;200;12.05.2021;19:49:54;12.05.2021;19:49:56;11;27;214
1172;1172;8110;30;1361;assembly part with defined PCB;300;12.05.2021;19:57:33;12.05.2021;19:59:03;8;6;214
1173;1173;8110;40;1361;feed part from magazin;200;12.05.2021;20:00:15;12.05.2021;20:00:17;6;63;214
1174;1174;8110;50;1361;pressing for time in seconds;110;12.05.2021;20:00:31;12.05.2021;20:00:33;7;14;214
1175;1175;8110;60;1361;store a part from stopper 2;211;12.05.2021;20:01:53;12.05.2021;20:02:06;5;1126;214
1176;1176;8110;10;1361;release a defined part on stopper 1;212;12.05.2021;19:49:42;12.05.2021;19:49:56;5;0;215
1177;1177;8110;20;1361;feed part from magazin;200;12.05.2021;19:50:23;12.05.2021;19:50:24;11;27;215
1178;1178;8110;30;1361;assembly part with defined PCB;300;12.05.2021;20:00:47;12.05.2021;20:02:19;8;6;215
1179;1179;8110;40;1361;feed part from magazin;200;12.05.2021;20:03:04;12.05.2021;20:03:07;6;63;215
1180;1180;8110;50;1361;pressing for time in seconds;110;12.05.2021;20:03:24;12.05.2021;20:03:26;7;14;215
1181;1181;8110;60;1361;store a part from stopper 2;211;12.05.2021;20:05:06;12.05.2021;20:05:19;5;1126;215
1182;1182;8110;10;1361;release a defined part on stopper 1;212;12.05.2021;19:50:41;12.05.2021;19:50:56;5;0;216
1183;1183;8110;20;1361;feed part from magazin;200;12.05.2021;19:51:22;12.05.2021;19:51:24;11;27;216
1184;1184;8110;30;1361;assembly part with defined PCB;300;12.05.2021;19:59:08;12.05.2021;20:00:38;8;6;216
1185;1185;8110;40;1361;feed part from magazin;200;12.05.2021;20:01:35;12.05.2021;20:01:37;6;63;216
1186;1186;8110;50;1361;pressing for time in seconds;110;12.05.2021;20:01:53;12.05.2021;20:01:55;7;14;216
1187;1187;8110;60;1361;store a part from stopper 2;211;12.05.2021;20:03:37;12.05.2021;20:03:49;5;1126;216
1188;1188;8110;10;1361;release a defined part on stopper 1;212;12.05.2021;19:51:12;12.05.2021;19:51:28;5;0;217
1189;1189;8110;20;1361;feed part from magazin;200;12.05.2021;19:51:55;12.05.2021;19:51:56;11;27;217
1190;1190;8110;30;1361;assembly part with defined PCB;300;12.05.2021;20:11:01;12.05.2021;20:12:32;8;6;217
1191;1191;8110;40;1361;feed part from magazin;200;12.05.2021;20:13:37;12.05.2021;20:13:40;6;63;217
1192;1192;8110;50;1361;pressing for time in seconds;110;12.05.2021;20:13:53;12.05.2021;20:13:55;7;14;217
1193;1193;8110;60;1361;store a part from stopper 2;211;12.05.2021;20:15:54;12.05.2021;20:16:07;5;1126;217
1194;1194;8110;10;1361;release a defined part on stopper 1;212;12.05.2021;19:55:50;12.05.2021;19:56:03;5;0;218
1195;1195;8110;20;1361;feed part from magazin;200;12.05.2021;19:56:30;12.05.2021;19:56:32;11;27;218
1196;1196;8110;30;1361;assembly part with defined PCB;300;12.05.2021;20:02:56;12.05.2021;20:04:27;8;6;218
1197;1197;8110;40;1361;feed part from magazin;200;12.05.2021;20:05:09;12.05.2021;20:05:11;6;63;218
1198;1198;8110;50;1361;pressing for time in seconds;110;12.05.2021;20:05:27;12.05.2021;20:05:29;7;14;218
1199;1199;8110;60;1361;store a part from stopper 2;211;12.05.2021;20:07:06;12.05.2021;20:07:17;5;1126;218
1200;1200;8010;10;1362;release a defined part on stopper 1;212;12.05.2021;20:03:50;12.05.2021;20:04:04;5;0;219
1201;1201;8010;20;1362;feed part from magazin;200;12.05.2021;20:04:30;12.05.2021;20:04:32;11;27;219
1202;1202;8010;30;1362;assemble a PCB with one fuse left;302;12.05.2021;20:12:36;12.05.2021;20:14:53;8;6;219
1203;1203;8010;40;1362;feed part from magazin;200;12.05.2021;20:15:49;12.05.2021;20:15:51;6;63;219
1204;1204;8010;50;1362;pressing for time in seconds;110;12.05.2021;20:16:07;12.05.2021;20:16:09;7;14;219
1205;1205;8010;60;1362;store a part from stopper 2;211;12.05.2021;20:18:06;12.05.2021;20:18:19;5;1126;219
1206;1206;8010;40;1362;feed part from magazin;200;12.05.2021;20:21:07;12.05.2021;20:21:10;6;63;error
1207;1207;8010;50;1362;pressing for time in seconds;110;12.05.2021;20:21:29;12.05.2021;20:21:31;7;14;error
1208;1208;8010;60;1362;store a part from stopper 2;211;12.05.2021;20:22:50;12.05.2021;20:23:04;5;1126;error
1209;1209;8010;10;1362;release a defined part on stopper 1;212;12.05.2021;20:04:07;12.05.2021;20:04:19;5;0;error
1210;1210;8010;20;1362;feed part from magazin;200;12.05.2021;20:04:46;12.05.2021;20:04:48;11;27;error
1211;1211;8010;30;1362;assemble a PCB with one fuse left;302;12.05.2021;20:18:38;12.05.2021;20:20:21;8;6;error
1212;1212;8011;10;1362;release a defined part on stopper 1;212;12.05.2021;20:04:38;12.05.2021;20:04:52;5;0;222
1213;1213;8011;20;1362;feed part from magazin;200;12.05.2021;20:05:18;12.05.2021;20:05:20;11;27;222
1214;1214;8011;30;1362;assemble a PCB with fuse left and right ;304;12.05.2021;20:23:46;12.05.2021;20:25:37;8;6;222
1215;1215;8011;40;1362;feed part from magazin;200;12.05.2021;20:26:19;12.05.2021;20:26:21;6;63;222
1216;1216;8011;50;1362;pressing for time in seconds;110;12.05.2021;20:26:35;12.05.2021;20:26:37;7;14;222
1217;1217;8011;60;1362;store a part from stopper 2;211;12.05.2021;20:28:59;12.05.2021;20:29:11;5;1126;222
1218;1218;8011;10;1362;release a defined part on stopper 1;212;12.05.2021;20:05:25;12.05.2021;20:05:39;5;0;223
1219;1219;8011;20;1362;feed part from magazin;200;12.05.2021;20:06:06;12.05.2021;20:06:41;11;27;223
1220;1220;8011;30;1362;assemble a PCB with fuse left and right ;304;12.05.2021;20:25:42;12.05.2021;20:27:33;8;6;223
1221;1221;8011;40;1362;feed part from magazin;200;12.05.2021;20:28:23;12.05.2021;20:28:25;6;63;223
1222;1222;8011;50;1362;pressing for time in seconds;110;12.05.2021;20:28:38;12.05.2021;20:28:40;7;14;223
1223;1223;8011;60;1362;store a part from stopper 2;211;12.05.2021;20:30:12;12.05.2021;20:30:24;5;1126;223
1224;1224;8110;10;1362;release a defined part on stopper 1;212;12.05.2021;20:05:43;12.05.2021;20:05:57;5;0;224
