;index;Produktvariante;Prozessschritt;Auftragsnummer;Prozessbeschreibung;Prozessnummer;Startdatum;Startzeit;Enddatum;Endzeit;Arbeitsstation;Transportzeit;Start;Ende;werkstueckID
97;97;8111;20;1332;feed part from magazin;200;12.05.21;2022-09-22 11:11:37;12.05.21;11:11:39;11;27;2021-12-05 11:11:37;2021-12-05 11:11:39;27
110;110;8111;30;1332;assembly part with defined PCB;300;12.05.21;2022-09-22 11:22:19;12.05.21;11:23:58;8;6;2021-12-05 11:22:19;2021-12-05 11:23:58;27
111;111;8111;40;1332;feed part from magazin;200;12.05.21;2022-09-22 11:25:12;12.05.21;11:25:15;6;63;2021-12-05 11:25:12;2021-12-05 11:25:15;27
112;112;8111;50;1332;pressing for time in seconds;110;12.05.21;2022-09-22 11:25:30;12.05.21;11:25:32;7;14;2021-12-05 11:25:30;2021-12-05 11:25:32;27
113;113;8111;60;1332;store a part from stopper 2;211;12.05.21;2022-09-22 11:26:59;12.05.21;11:27:11;5;1126;2021-12-05 11:26:59;2021-12-05 11:27:11;27
102;102;8111;10;1332;release a defined part on stopper 1;212;12.05.21;2022-09-22 11:12:19;12.05.21;11:12:33;5;0;2021-12-05 11:12:19;2021-12-05 11:12:33;28
103;103;8111;20;1332;feed part from magazin;200;12.05.21;2022-09-22 11:13:00;12.05.21;11:13:02;11;27;2021-12-05 11:13:00;2021-12-05 11:13:02;28
80;80;8111;30;1332;assembly part with defined PCB;300;12.05.21;2022-09-22 11:24:03;12.05.21;11:25:43;8;6;2021-12-05 11:24:03;2021-12-05 11:25:43;28
81;81;8111;40;1332;feed part from magazin;200;12.05.21;2022-09-22 11:27:02;12.05.21;11:27:04;6;63;2021-12-05 11:27:02;2021-12-05 11:27:04;28
82;82;8111;50;1332;pressing for time in seconds;110;12.05.21;2022-09-22 11:27:17;12.05.21;11:27:19;7;14;2021-12-05 11:27:17;2021-12-05 11:27:19;28
83;83;8111;60;1332;store a part from stopper 2;211;12.05.21;2022-09-22 11:29:10;12.05.21;11:29:22;5;1126;2021-12-05 11:29:10;2021-12-05 11:29:22;28
108;108;8111;10;1332;release a defined part on stopper 1;212;12.05.21;2022-09-22 11:12:37;12.05.21;11:12:51;5;0;2021-12-05 11:12:37;2021-12-05 11:12:51;29
109;109;8111;20;1332;feed part from magazin;200;12.05.21;2022-09-22 11:13:19;12.05.21;11:13:21;11;27;2021-12-05 11:13:19;2021-12-05 11:13:21;29
92;92;8111;30;1332;assembly part with defined PCB;300;12.05.21;2022-09-22 11:25:50;12.05.21;11:27:29;8;6;2021-12-05 11:25:50;2021-12-05 11:27:29;29
93;93;8111;40;1332;feed part from magazin;200;12.05.21;2022-09-22 11:28:16;12.05.21;11:28:18;6;63;2021-12-05 11:28:16;2021-12-05 11:28:18;29
94;94;8111;50;1332;pressing for time in seconds;110;12.05.21;2022-09-22 11:28:31;12.05.21;11:28:33;7;14;2021-12-05 11:28:31;2021-12-05 11:28:33;29
95;95;8111;60;1332;store a part from stopper 2;211;12.05.21;2022-09-22 11:30:04;12.05.21;11:30:16;5;1126;2021-12-05 11:30:04;2021-12-05 11:30:16;29
114;114;8111;10;1332;release a defined part on stopper 1;212;12.05.21;2022-09-22 11:13:54;12.05.21;11:14:07;5;0;2021-12-05 11:13:54;2021-12-05 11:14:07;30
115;115;8111;20;1332;feed part from magazin;200;12.05.21;2022-09-22 11:14:35;12.05.21;11:14:36;11;27;2021-12-05 11:14:35;2021-12-05 11:14:36;30
104;104;8111;30;1332;assembly part with defined PCB;300;12.05.21;2022-09-22 11:27:34;12.05.21;11:32:40;8;6;2021-12-05 11:27:34;2021-12-05 11:32:40;30
105;105;8111;40;1332;feed part from magazin;200;12.05.21;2022-09-22 11:33:31;12.05.21;11:33:33;6;63;2021-12-05 11:33:31;2021-12-05 11:33:33;30
106;106;8111;50;1332;pressing for time in seconds;110;12.05.21;2022-09-22 11:33:46;12.05.21;11:33:48;7;14;2021-12-05 11:33:46;2021-12-05 11:33:48;30
107;107;8111;60;1332;store a part from stopper 2;211;12.05.21;2022-09-22 11:35:51;12.05.21;11:36:03;5;1126;2021-12-05 11:35:51;2021-12-05 11:36:03;30
120;120;8010;10;1333;release a defined part on stopper 1;212;12.05.21;2022-09-22 11:25:23;12.05.21;11:25:37;5;0;2021-12-05 11:25:23;2021-12-05 11:25:37;31
121;121;8010;20;1333;feed part from magazin;200;12.05.21;2022-09-22 11:26:04;12.05.21;11:26:06;11;27;2021-12-05 11:26:04;2021-12-05 11:26:06;31
122;122;8010;30;1333;assemble a PCB with one fuse left;302;12.05.21;2022-09-22 11:33:44;12.05.21;11:35:52;8;6;2021-12-05 11:33:44;2021-12-05 11:35:52;31
123;123;8010;40;1333;feed part from magazin;200;12.05.21;2022-09-22 11:37:30;12.05.21;11:37:32;6;63;2021-12-05 11:37:30;2021-12-05 11:37:32;31
124;124;8010;50;1333;pressing for time in seconds;110;12.05.21;2022-09-22 11:37:45;12.05.21;11:37:48;7;14;2021-12-05 11:37:45;2021-12-05 11:37:48;31
125;125;8010;60;1333;store a part from stopper 2;211;12.05.21;2022-09-22 11:39:28;12.05.21;11:39:40;5;1126;2021-12-05 11:39:28;2021-12-05 11:39:40;31
126;126;8010;10;1333;release a defined part on stopper 1;212;12.05.21;2022-09-22 11:26:22;12.05.21;11:26:34;5;0;2021-12-05 11:26:22;2021-12-05 11:26:34;32
127;127;8010;20;1333;feed part from magazin;200;12.05.21;2022-09-22 11:27:01;12.05.21;11:27:04;11;27;2021-12-05 11:27:01;2021-12-05 11:27:04;32
128;128;8010;30;1333;assemble a PCB with one fuse left;302;12.05.21;2022-09-22 11:35:56;12.05.21;11:37:40;8;6;2021-12-05 11:35:56;2021-12-05 11:37:40;32
129;129;8010;40;1333;feed part from magazin;200;12.05.21;2022-09-22 11:38:38;12.05.21;11:38:40;6;63;2021-12-05 11:38:38;2021-12-05 11:38:40;32
130;130;8010;50;1333;pressing for time in seconds;110;12.05.21;2022-09-22 11:38:57;12.05.21;11:38:59;7;14;2021-12-05 11:38:57;2021-12-05 11:38:59;32
131;131;8010;60;1333;store a part from stopper 2;211;12.05.21;2022-09-22 11:40:33;12.05.21;11:40:45;5;1126;2021-12-05 11:40:33;2021-12-05 11:40:45;32
132;132;8010;10;1333;release a defined part on stopper 1;212;12.05.21;2022-09-22 11:26:38;12.05.21;11:26:50;5;0;2021-12-05 11:26:38;2021-12-05 11:26:50;33
133;133;8010;20;1333;feed part from magazin;200;12.05.21;2022-09-22 11:27:17;12.05.21;11:27:19;11;27;2021-12-05 11:27:17;2021-12-05 11:27:19;33
134;134;8010;30;1333;assemble a PCB with one fuse left;302;12.05.21;2022-09-22 11:37:44;12.05.21;11:39:27;8;6;2021-12-05 11:37:44;2021-12-05 11:39:27;33
135;135;8010;40;1333;feed part from magazin;200;12.05.21;2022-09-22 11:40:13;12.05.21;11:40:15;6;63;2021-12-05 11:40:13;2021-12-05 11:40:15;33
226;226;8010;50;1333;pressing for time in seconds;110;12.05.21;2022-09-22 11:40:34;12.05.21;11:40:41;7;14;2021-12-05 11:40:34;2021-12-05 11:40:41;33
227;227;8010;60;1333;store a part from stopper 2;211;12.05.21;2022-09-22 11:42:25;12.05.21;11:42:37;5;1126;2021-12-05 11:42:25;2021-12-05 11:42:37;33
228;228;8010;10;1333;release a defined part on stopper 1;212;12.05.21;2022-09-22 11:27:21;12.05.21;11:27:35;5;0;2021-12-05 11:27:21;2021-12-05 11:27:35;34
229;229;8010;20;1333;feed part from magazin;200;12.05.21;2022-09-22 11:28:02;12.05.21;11:28:04;11;27;2021-12-05 11:28:02;2021-12-05 11:28:04;34
236;236;8010;30;1333;assemble a PCB with one fuse left;302;12.05.21;2022-09-22 11:41:28;12.05.21;11:43:11;8;6;2021-12-05 11:41:28;2021-12-05 11:43:11;34
237;237;8010;40;1333;feed part from magazin;200;12.05.21;2022-09-22 11:44:02;12.05.21;11:44:05;6;63;2021-12-05 11:44:02;2021-12-05 11:44:05;34
238;238;8010;50;1333;pressing for time in seconds;110;12.05.21;2022-09-22 11:44:25;12.05.21;11:44:27;7;14;2021-12-05 11:44:25;2021-12-05 11:44:27;34
239;239;8010;60;1333;store a part from stopper 2;211;12.05.21;2022-09-22 11:46:02;12.05.21;11:46:14;5;1126;2021-12-05 11:46:02;2021-12-05 11:46:14;34
234;234;8010;10;1333;release a defined part on stopper 1;212;12.05.21;2022-09-22 11:27:38;12.05.21;11:27:52;5;0;2021-12-05 11:27:38;2021-12-05 11:27:52;35
235;235;8010;20;1333;feed part from magazin;200;12.05.21;2022-09-22 11:28:19;12.05.21;11:28:22;11;27;2021-12-05 11:28:19;2021-12-05 11:28:22;35
230;230;8010;30;1333;assemble a PCB with one fuse left;302;12.05.21;2022-09-22 11:43:38;12.05.21;11:45:21;8;6;2021-12-05 11:43:38;2021-12-05 11:45:21;35
231;231;8010;40;1333;feed part from magazin;200;12.05.21;2022-09-22 11:46:06;12.05.21;11:46:08;6;63;2021-12-05 11:46:06;2021-12-05 11:46:08;35
232;232;8010;50;1333;pressing for time in seconds;110;12.05.21;2022-09-22 11:46:27;12.05.21;11:46:29;7;14;2021-12-05 11:46:27;2021-12-05 11:46:29;35
233;233;8010;60;1333;store a part from stopper 2;211;12.05.21;2022-09-22 11:48:09;12.05.21;11:48:21;5;1126;2021-12-05 11:48:09;2021-12-05 11:48:21;35
240;240;8011;10;1333;release a defined part on stopper 1;212;12.05.21;2022-09-22 11:27:56;12.05.21;11:28:09;5;0;2021-12-05 11:27:56;2021-12-05 11:28:09;36
241;241;8011;20;1333;feed part from magazin;200;12.05.21;2022-09-22 11:28:35;12.05.21;11:28:37;11;27;2021-12-05 11:28:35;2021-12-05 11:28:37;36
242;242;8011;30;1333;assemble a PCB with fuse left and right ;304;12.05.21;2022-09-22 11:39:31;12.05.21;11:41:23;8;6;2021-12-05 11:39:31;2021-12-05 11:41:23;36
243;243;8011;40;1333;feed part from magazin;200;12.05.21;2022-09-22 11:42:16;12.05.21;11:42:18;6;63;2021-12-05 11:42:16;2021-12-05 11:42:18;36
244;244;8011;50;1333;pressing for time in seconds;110;12.05.21;2022-09-22 11:42:31;12.05.21;11:42:36;7;14;2021-12-05 11:42:31;2021-12-05 11:42:36;36
245;245;8011;60;1333;store a part from stopper 2;211;12.05.21;2022-09-22 11:44:43;12.05.21;11:44:55;5;1126;2021-12-05 11:44:43;2021-12-05 11:44:55;36
246;246;8011;10;1333;release a defined part on stopper 1;212;12.05.21;2022-09-22 11:28:38;12.05.21;11:28:52;5;0;2021-12-05 11:28:38;2021-12-05 11:28:52;37
247;247;8011;20;1333;feed part from magazin;200;12.05.21;2022-09-22 11:29:18;12.05.21;11:29:21;11;27;2021-12-05 11:29:18;2021-12-05 11:29:21;37
140;140;8011;30;1333;assemble a PCB with fuse left and right ;304;12.05.21;2022-09-22 11:45:25;12.05.21;11:47:17;8;6;2021-12-05 11:45:25;2021-12-05 11:47:17;37
141;141;8011;40;1333;feed part from magazin;200;12.05.21;2022-09-22 11:48:12;12.05.21;11:48:14;6;63;2021-12-05 11:48:12;2021-12-05 11:48:14;37
142;142;8011;50;1333;pressing for time in seconds;110;12.05.21;2022-09-22 11:48:29;12.05.21;11:48:32;7;14;2021-12-05 11:48:29;2021-12-05 11:48:32;37
143;143;8011;60;1333;store a part from stopper 2;211;12.05.21;2022-09-22 11:50:08;12.05.21;11:50:20;5;1126;2021-12-05 11:50:08;2021-12-05 11:50:20;37
252;252;8011;10;1333;release a defined part on stopper 1;212;12.05.21;2022-09-22 11:30:50;12.05.21;11:31:03;5;0;2021-12-05 11:30:50;2021-12-05 11:31:03;38
253;253;8011;20;1333;feed part from magazin;200;12.05.21;2022-09-22 11:31:31;12.05.21;11:31:33;11;27;2021-12-05 11:31:31;2021-12-05 11:31:33;38
248;248;8011;30;1333;assemble a PCB with fuse left and right ;304;12.05.21;2022-09-22 11:47:23;12.05.21;11:49:14;8;6;2021-12-05 11:47:23;2021-12-05 11:49:14;38
249;249;8011;40;1333;feed part from magazin;200;12.05.21;2022-09-22 11:49:55;12.05.21;11:49:58;6;63;2021-12-05 11:49:55;2021-12-05 11:49:58;38
250;250;8011;50;1333;pressing for time in seconds;110;12.05.21;2022-09-22 11:50:15;12.05.21;11:50:17;7;14;2021-12-05 11:50:15;2021-12-05 11:50:17;38
251;251;8011;60;1333;store a part from stopper 2;211;12.05.21;2022-09-22 11:51:41;12.05.21;11:51:53;5;1126;2021-12-05 11:51:41;2021-12-05 11:51:53;38
138;138;8011;10;1333;release a defined part on stopper 1;212;12.05.21;2022-09-22 11:31:44;12.05.21;11:31:59;5;0;2021-12-05 11:31:44;2021-12-05 11:31:59;39
139;139;8011;20;1333;feed part from magazin;200;12.05.21;2022-09-22 11:32:25;12.05.21;11:32:27;11;27;2021-12-05 11:32:25;2021-12-05 11:32:27;39
146;146;8011;30;1333;assemble a PCB with fuse left and right ;304;12.05.21;2022-09-22 11:49:18;12.05.21;11:51:09;8;6;2021-12-05 11:49:18;2021-12-05 11:51:09;39
147;147;8011;40;1333;feed part from magazin;200;12.05.21;2022-09-22 11:51:53;12.05.21;11:51:55;6;63;2021-12-05 11:51:53;2021-12-05 11:51:55;39
148;148;8011;50;1333;pressing for time in seconds;110;12.05.21;2022-09-22 11:52:08;12.05.21;11:52:11;7;14;2021-12-05 11:52:08;2021-12-05 11:52:11;39
149;149;8011;60;1333;store a part from stopper 2;211;12.05.21;2022-09-22 11:54:25;12.05.21;11:54:37;5;1126;2021-12-05 11:54:25;2021-12-05 11:54:37;39
144;144;8011;10;1333;release a defined part on stopper 1;212;12.05.21;2022-09-22 11:37:52;12.05.21;11:38:06;5;0;2021-12-05 11:37:52;2021-12-05 11:38:06;40
145;145;8011;20;1333;feed part from magazin;200;12.05.21;2022-09-22 11:38:33;12.05.21;11:38:35;11;27;2021-12-05 11:38:33;2021-12-05 11:38:35;40
254;254;8011;30;1333;assemble a PCB with fuse left and right ;304;12.05.21;2022-09-22 11:51:14;12.05.21;11:53:05;8;6;2021-12-05 11:51:14;2021-12-05 11:53:05;40
255;255;8011;40;1333;feed part from magazin;200;12.05.21;2022-09-22 11:53:48;12.05.21;11:53:50;6;63;2021-12-05 11:53:48;2021-12-05 11:53:50;40
136;136;8011;50;1333;pressing for time in seconds;110;12.05.21;2022-09-22 11:54:06;12.05.21;11:54:08;7;14;2021-12-05 11:54:06;2021-12-05 11:54:08;40
137;137;8011;60;1333;store a part from stopper 2;211;12.05.21;2022-09-22 11:55:41;12.05.21;11:55:52;5;1126;2021-12-05 11:55:41;2021-12-05 11:55:52;40
152;152;8111;10;1334;release a defined part on stopper 1;212;12.05.21;2022-09-22 11:52:54;12.05.21;11:53:08;5;0;2021-12-05 11:52:54;2021-12-05 11:53:08;41
153;153;8111;20;1334;feed part from magazin;200;12.05.21;2022-09-22 11:53:35;12.05.21;11:53:37;11;27;2021-12-05 11:53:35;2021-12-05 11:53:37;41
154;154;8111;30;1334;assembly part with defined PCB;300;12.05.21;2022-09-22 11:58:25;12.05.21;12:00:03;8;6;2021-12-05 11:58:25;2021-12-05 12:00:03;41
155;155;8111;40;1334;feed part from magazin;200;12.05.21;2022-09-22 12:01:58;12.05.21;12:02:01;6;63;2021-12-05 12:01:58;2021-12-05 12:02:01;41
156;156;8111;50;1334;pressing for time in seconds;110;12.05.21;2022-09-22 12:02:21;12.05.21;12:02:23;7;14;2021-12-05 12:02:21;2021-12-05 12:02:23;41
157;157;8111;60;1334;store a part from stopper 2;211;12.05.21;2022-09-22 12:04:06;12.05.21;12:04:18;5;1126;2021-12-05 12:04:06;2021-12-05 12:04:18;41
158;158;8111;10;1334;release a defined part on stopper 1;212;12.05.21;2022-09-22 11:53:11;12.05.21;11:53:25;5;0;2021-12-05 11:53:11;2021-12-05 11:53:25;42
159;159;8111;20;1334;feed part from magazin;200;12.05.21;2022-09-22 11:53:51;12.05.21;11:53:54;11;27;2021-12-05 11:53:51;2021-12-05 11:53:54;42
160;160;8111;30;1334;assembly part with defined PCB;300;12.05.21;2022-09-22 12:00:28;12.05.21;12:02:07;8;6;2021-12-05 12:00:28;2021-12-05 12:02:07;42
161;161;8111;40;1334;feed part from magazin;200;12.05.21;2022-09-22 12:03:00;12.05.21;12:03:02;6;63;2021-12-05 12:03:00;2021-12-05 12:03:02;42
162;162;8111;50;1334;pressing for time in seconds;110;12.05.21;2022-09-22 12:03:15;12.05.21;12:03:18;7;14;2021-12-05 12:03:15;2021-12-05 12:03:18;42
163;163;8111;60;1334;store a part from stopper 2;211;12.05.21;2022-09-22 12:04:34;12.05.21;12:04:48;5;1126;2021-12-05 12:04:34;2021-12-05 12:04:48;42
164;164;8111;10;1334;release a defined part on stopper 1;212;12.05.21;2022-09-22 11:53:34;12.05.21;11:53:49;5;0;2021-12-05 11:53:34;2021-12-05 11:53:49;43
165;165;8111;20;1334;feed part from magazin;200;12.05.21;2022-09-22 11:54:16;12.05.21;11:54:18;11;27;2021-12-05 11:54:16;2021-12-05 11:54:18;43
262;262;8111;30;1334;assembly part with defined PCB;300;12.05.21;2022-09-22 12:02:12;12.05.21;12:03:52;8;6;2021-12-05 12:02:12;2021-12-05 12:03:52;43
263;263;8111;40;1334;feed part from magazin;200;12.05.21;2022-09-22 12:04:33;12.05.21;12:04:36;6;63;2021-12-05 12:04:33;2021-12-05 12:04:36;43
264;264;8111;50;1334;pressing for time in seconds;110;12.05.21;2022-09-22 12:04:53;12.05.21;12:04:56;7;14;2021-12-05 12:04:53;2021-12-05 12:04:56;43
265;265;8111;60;1334;store a part from stopper 2;211;12.05.21;2022-09-22 12:06:46;12.05.21;12:06:58;5;1126;2021-12-05 12:06:46;2021-12-05 12:06:58;43
260;260;8111;10;1334;release a defined part on stopper 1;212;12.05.21;2022-09-22 11:56:09;12.05.21;11:56:23;5;0;2021-12-05 11:56:09;2021-12-05 11:56:23;44
261;261;8111;20;1334;feed part from magazin;200;12.05.21;2022-09-22 11:56:50;12.05.21;11:56:52;11;27;2021-12-05 11:56:50;2021-12-05 11:56:52;44
256;256;8111;30;1334;assembly part with defined PCB;300;12.05.21;2022-09-22 12:05:31;12.05.21;12:07:10;8;6;2021-12-05 12:05:31;2021-12-05 12:07:10;44
257;257;8111;40;1334;feed part from magazin;200;12.05.21;2022-09-22 12:07:57;12.05.21;12:08:00;6;63;2021-12-05 12:07:57;2021-12-05 12:08:00;44
258;258;8111;50;1334;pressing for time in seconds;110;12.05.21;2022-09-22 12:08:15;12.05.21;12:08:17;7;14;2021-12-05 12:08:15;2021-12-05 12:08:17;44
259;259;8111;60;1334;store a part from stopper 2;211;12.05.21;2022-09-22 12:10:49;12.05.21;12:11:00;5;1126;2021-12-05 12:10:49;2021-12-05 12:11:00;44
266;266;8111;10;1334;release a defined part on stopper 1;212;12.05.21;2022-09-22 11:57:57;12.05.21;11:58:10;5;0;2021-12-05 11:57:57;2021-12-05 11:58:10;45
267;267;8111;20;1334;feed part from magazin;200;12.05.21;2022-09-22 11:58:37;12.05.21;11:58:39;11;27;2021-12-05 11:58:37;2021-12-05 11:58:39;45
268;268;8111;30;1334;assembly part with defined PCB;300;12.05.21;2022-09-22 12:13:02;12.05.21;12:14:41;8;6;2021-12-05 12:13:02;2021-12-05 12:14:41;45
269;269;8111;40;1334;feed part from magazin;200;12.05.21;2022-09-22 12:15:51;12.05.21;12:15:53;6;63;2021-12-05 12:15:51;2021-12-05 12:15:53;45
270;270;8111;50;1334;pressing for time in seconds;110;12.05.21;2022-09-22 12:16:08;12.05.21;12:16:10;7;14;2021-12-05 12:16:08;2021-12-05 12:16:10;45
271;271;8111;60;1334;store a part from stopper 2;211;12.05.21;2022-09-22 12:18:08;12.05.21;12:18:20;5;1126;2021-12-05 12:18:08;2021-12-05 12:18:20;45
150;150;8110;10;1334;release a defined part on stopper 1;212;12.05.21;2022-09-22 11:50:21;12.05.21;11:50:34;5;0;2021-12-05 11:50:21;2021-12-05 11:50:34;46
272;272;8110;20;1334;feed part from magazin;200;12.05.21;2022-09-22 11:51:01;12.05.21;11:51:03;11;27;2021-12-05 11:51:01;2021-12-05 11:51:03;46
273;273;8110;30;1334;assembly part with defined PCB;300;12.05.21;2022-09-22 11:53:32;12.05.21;11:55:02;8;6;2021-12-05 11:53:32;2021-12-05 11:55:02;46
274;274;8110;40;1334;feed part from magazin;200;12.05.21;2022-09-22 11:55:58;12.05.21;11:56:00;6;63;2021-12-05 11:55:58;2021-12-05 11:56:00;46
275;275;8110;50;1334;pressing for time in seconds;110;12.05.21;2022-09-22 11:56:23;12.05.21;11:56:25;7;14;2021-12-05 11:56:23;2021-12-05 11:56:25;46
276;276;8110;60;1334;store a part from stopper 2;211;12.05.21;2022-09-22 11:58:24;12.05.21;11:58:36;5;1126;2021-12-05 11:58:24;2021-12-05 11:58:36;46
277;277;8110;10;1334;release a defined part on stopper 1;212;12.05.21;2022-09-22 11:50:42;12.05.21;11:50:55;5;0;2021-12-05 11:50:42;2021-12-05 11:50:55;47
278;278;8110;20;1334;feed part from magazin;200;12.05.21;2022-09-22 11:51:22;12.05.21;11:51:24;11;27;2021-12-05 11:51:22;2021-12-05 11:51:24;47
279;279;8110;30;1334;assembly part with defined PCB;300;12.05.21;2022-09-22 11:55:07;12.05.21;11:56:43;8;6;2021-12-05 11:55:07;2021-12-05 11:56:43;47
280;280;8110;40;1334;feed part from magazin;200;12.05.21;2022-09-22 11:57:40;12.05.21;11:57:42;6;63;2021-12-05 11:57:40;2021-12-05 11:57:42;47
281;281;8110;50;1334;pressing for time in seconds;110;12.05.21;2022-09-22 11:58:00;12.05.21;11:58:07;7;14;2021-12-05 11:58:00;2021-12-05 11:58:07;47
282;282;8110;60;1334;store a part from stopper 2;211;12.05.21;2022-09-22 11:59:48;12.05.21;11:59:59;5;1126;2021-12-05 11:59:48;2021-12-05 11:59:59;47
283;283;8110;10;1334;release a defined part on stopper 1;212;12.05.21;2022-09-22 11:52:04;12.05.21;11:52:16;5;0;2021-12-05 11:52:04;2021-12-05 11:52:16;48
284;284;8110;20;1334;feed part from magazin;200;12.05.21;2022-09-22 11:52:43;12.05.21;11:52:45;11;27;2021-12-05 11:52:43;2021-12-05 11:52:45;48
285;285;8110;30;1334;assembly part with defined PCB;300;12.05.21;2022-09-22 11:56:47;12.05.21;11:58:18;8;6;2021-12-05 11:56:47;2021-12-05 11:58:18;48
286;286;8110;40;1334;feed part from magazin;200;12.05.21;2022-09-22 11:59:13;12.05.21;11:59:15;6;63;2021-12-05 11:59:13;2021-12-05 11:59:15;48
287;287;8110;50;1334;pressing for time in seconds;110;12.05.21;2022-09-22 11:59:35;12.05.21;11:59:37;7;14;2021-12-05 11:59:35;2021-12-05 11:59:37;48
288;288;8110;60;1334;store a part from stopper 2;211;12.05.21;2022-09-22 12:01:20;12.05.21;12:01:32;5;1126;2021-12-05 12:01:20;2021-12-05 12:01:32;48
289;289;8110;10;1334;release a defined part on stopper 1;212;12.05.21;2022-09-22 11:52:20;12.05.21;11:52:33;5;0;2021-12-05 11:52:20;2021-12-05 11:52:33;49
290;290;8110;20;1334;feed part from magazin;200;12.05.21;2022-09-22 11:53:00;12.05.21;11:53:02;11;27;2021-12-05 11:53:00;2021-12-05 11:53:02;49
297;297;8110;30;1334;assembly part with defined PCB;300;12.05.21;2022-09-22 12:03:56;12.05.21;12:05:26;8;6;2021-12-05 12:03:56;2021-12-05 12:05:26;49
298;298;8110;40;1334;feed part from magazin;200;12.05.21;2022-09-22 12:06:48;12.05.21;12:06:50;6;63;2021-12-05 12:06:48;2021-12-05 12:06:50;49
299;299;8110;50;1334;pressing for time in seconds;110;12.05.21;2022-09-22 12:07:03;12.05.21;12:07:06;7;14;2021-12-05 12:07:03;2021-12-05 12:07:06;49
151;151;8110;60;1334;store a part from stopper 2;211;12.05.21;2022-09-22 12:08:40;12.05.21;12:08:53;5;1126;2021-12-05 12:08:40;2021-12-05 12:08:53;49
295;295;8110;10;1334;release a defined part on stopper 1;212;12.05.21;2022-09-22 11:52:37;12.05.21;11:52:50;5;0;2021-12-05 11:52:37;2021-12-05 11:52:50;50
296;296;8110;20;1334;feed part from magazin;200;12.05.21;2022-09-22 11:53:17;12.05.21;11:53:20;11;27;2021-12-05 11:53:17;2021-12-05 11:53:20;50
291;291;8110;30;1334;assembly part with defined PCB;300;12.05.21;2022-09-22 12:07:17;12.05.21;12:08:47;8;6;2021-12-05 12:07:17;2021-12-05 12:08:47;50
292;292;8110;40;1334;feed part from magazin;200;12.05.21;2022-09-22 12:09:37;12.05.21;12:09:40;6;63;2021-12-05 12:09:37;2021-12-05 12:09:40;50
293;293;8110;50;1334;pressing for time in seconds;110;12.05.21;2022-09-22 12:09:53;12.05.21;12:09:55;7;14;2021-12-05 12:09:53;2021-12-05 12:09:55;50
294;294;8110;60;1334;store a part from stopper 2;211;12.05.21;2022-09-22 12:12:14;12.05.21;12:12:26;5;1126;2021-12-05 12:12:14;2021-12-05 12:12:26;50
300;300;8010;10;1335;release a defined part on stopper 1;212;12.05.21;2022-09-22 12:07:17;12.05.21;12:07:31;5;0;2021-12-05 12:07:17;2021-12-05 12:07:31;51
301;301;8010;20;1335;feed part from magazin;200;12.05.21;2022-09-22 12:07:58;12.05.21;12:08:00;11;27;2021-12-05 12:07:58;2021-12-05 12:08:00;51
302;302;8010;30;1335;assemble a PCB with one fuse left;302;12.05.21;2022-09-22 12:16:08;12.05.21;12:18:21;8;6;2021-12-05 12:16:08;2021-12-05 12:18:21;51
