;level_0;Unnamed: 0;index;Produktvariante;Prozessschritt;Auftragsnummer;Prozessbeschreibung;Prozessnummer;Startdatum;Startzeit;Enddatum;Endzeit;Arbeitsstation;Transportzeit;Start;Ende;werkstueckID;Bearbeitungszeit_s;Transportzeit_s;Durchlaufzeit_s
131;131;223;223;8111;60;1332;store a part from stopper 2;211;12.05.21;2022-09-22 11:19:09;12.05.21;11:19:21;5;1126;2021-12-05 11:19:09;2021-12-05 11:19:21;22;12.0;144.0;640.0
132;132;224;224;8111;10;1332;release a defined part on stopper 1;212;12.05.21;2022-09-22 11:09:17;12.05.21;11:09:29;5;0;2021-12-05 11:09:17;2021-12-05 11:09:29;23;12.0;0.0;0.0
133;133;225;225;8111;20;1332;feed part from magazin;200;12.05.21;2022-09-22 11:09:56;12.05.21;11:09:58;11;27;2021-12-05 11:09:56;2021-12-05 11:09:58;23;2.0;27.0;0.0
134;134;74;74;8111;30;1332;assembly part with defined PCB;300;12.05.21;2022-09-22 11:15:05;12.05.21;11:16:45;8;6;2021-12-05 11:15:05;2021-12-05 11:16:45;23;100.0;307.0;0.0
135;135;75;75;8111;40;1332;feed part from magazin;200;12.05.21;2022-09-22 11:17:47;12.05.21;11:17:50;6;63;2021-12-05 11:17:47;2021-12-05 11:17:50;23;3.0;62.00000000000001;0.0
136;136;76;76;8111;50;1332;pressing for time in seconds;110;12.05.21;2022-09-22 11:18:03;12.05.21;11:18:05;7;14;2021-12-05 11:18:03;2021-12-05 11:18:05;23;2.0;13.0;0.0
137;137;77;77;8111;60;1332;store a part from stopper 2;211;12.05.21;2022-09-22 11:19:48;12.05.21;11:20:03;5;1126;2021-12-05 11:19:48;2021-12-05 11:20:03;23;15.000000000000002;103.0;646.0
138;138;78;78;8111;10;1332;release a defined part on stopper 1;212;12.05.21;2022-09-22 11:09:33;12.05.21;11:09:46;5;0;2021-12-05 11:09:33;2021-12-05 11:09:46;24;13.0;0.0;0.0
139;139;79;79;8111;20;1332;feed part from magazin;200;12.05.21;2022-09-22 11:10:13;12.05.21;11:10:15;11;27;2021-12-05 11:10:13;2021-12-05 11:10:15;24;2.0;27.0;0.0
140;140;86;86;8111;30;1332;assembly part with defined PCB;300;12.05.21;2022-09-22 11:16:49;12.05.21;11:18:29;8;6;2021-12-05 11:16:49;2021-12-05 11:18:29;24;100.0;394.0;0.0
141;141;87;87;8111;40;1332;feed part from magazin;200;12.05.21;2022-09-22 11:19:30;12.05.21;11:19:32;6;63;2021-12-05 11:19:30;2021-12-05 11:19:32;24;2.0;61.00000000000001;0.0
142;142;88;88;8111;50;1332;pressing for time in seconds;110;12.05.21;2022-09-22 11:19:45;12.05.21;11:19:48;7;14;2021-12-05 11:19:45;2021-12-05 11:19:48;24;3.0;13.0;0.0
143;143;89;89;8111;60;1332;store a part from stopper 2;211;12.05.21;2022-09-22 11:21:39;12.05.21;11:21:51;5;1126;2021-12-05 11:21:39;2021-12-05 11:21:51;24;12.0;111.0;738.0
144;144;84;84;8111;10;1332;release a defined part on stopper 1;212;12.05.21;2022-09-22 11:10:16;12.05.21;11:10:30;5;0;2021-12-05 11:10:16;2021-12-05 11:10:30;25;14.0;0.0;0.0
145;145;85;85;8111;20;1332;feed part from magazin;200;12.05.21;2022-09-22 11:10:56;12.05.21;11:10:58;11;27;2021-12-05 11:10:56;2021-12-05 11:10:58;25;2.0;26.0;0.0
146;146;98;98;8111;30;1332;assembly part with defined PCB;300;12.05.21;2022-09-22 11:18:33;12.05.21;11:20:13;8;6;2021-12-05 11:18:33;2021-12-05 11:20:13;25;100.0;455.0;0.0
147;147;99;99;8111;40;1332;feed part from magazin;200;12.05.21;2022-09-22 11:21:01;12.05.21;11:21:04;6;63;2021-12-05 11:21:01;2021-12-05 11:21:04;25;3.0;48.0;0.0
148;148;100;100;8111;50;1332;pressing for time in seconds;110;12.05.21;2022-09-22 11:21:22;12.05.21;11:21:25;7;14;2021-12-05 11:21:22;2021-12-05 11:21:25;25;3.0;18.0;0.0
149;149;101;101;8111;60;1332;store a part from stopper 2;211;12.05.21;2022-09-22 11:22:57;12.05.21;11:23:09;5;1126;2021-12-05 11:22:57;2021-12-05 11:23:09;25;12.0;92.0;773.0
150;150;90;90;8111;10;1332;release a defined part on stopper 1;212;12.05.21;2022-09-22 11:10:33;12.05.21;11:10:47;5;0;2021-12-05 11:10:33;2021-12-05 11:10:47;26;14.0;0.0;0.0
151;151;91;91;8111;20;1332;feed part from magazin;200;12.05.21;2022-09-22 11:11:14;12.05.21;11:11:16;11;27;2021-12-05 11:11:14;2021-12-05 11:11:16;26;2.0;27.0;0.0
152;152;116;116;8111;30;1332;assembly part with defined PCB;300;12.05.21;2022-09-22 11:20:17;12.05.21;11:21:56;8;6;2021-12-05 11:20:17;2021-12-05 11:21:56;26;99.0;541.0;0.0
153;153;117;117;8111;40;1332;feed part from magazin;200;12.05.21;2022-09-22 11:22:42;12.05.21;11:22:44;6;63;2021-12-05 11:22:42;2021-12-05 11:22:44;26;2.0;46.0;0.0
154;154;118;118;8111;50;1332;pressing for time in seconds;110;12.05.21;2022-09-22 11:22:57;12.05.21;11:22:59;7;14;2021-12-05 11:22:57;2021-12-05 11:22:59;26;2.0;13.0;0.0
155;155;119;119;8111;60;1332;store a part from stopper 2;211;12.05.21;2022-09-22 11:25:38;12.05.21;11:25:50;5;1126;2021-12-05 11:25:38;2021-12-05 11:25:50;26;12.0;159.0;917.0000000000001
156;156;96;96;8111;10;1332;release a defined part on stopper 1;212;12.05.21;2022-09-22 11:10:57;12.05.21;11:11:10;5;0;2021-12-05 11:10:57;2021-12-05 11:11:10;27;13.0;0.0;0.0
157;157;97;97;8111;20;1332;feed part from magazin;200;12.05.21;2022-09-22 11:11:37;12.05.21;11:11:39;11;27;2021-12-05 11:11:37;2021-12-05 11:11:39;27;2.0;27.0;0.0
158;158;110;110;8111;30;1332;assembly part with defined PCB;300;12.05.21;2022-09-22 11:22:19;12.05.21;11:23:58;8;6;2021-12-05 11:22:19;2021-12-05 11:23:58;27;99.0;640.0;0.0
159;159;111;111;8111;40;1332;feed part from magazin;200;12.05.21;2022-09-22 11:25:12;12.05.21;11:25:15;6;63;2021-12-05 11:25:12;2021-12-05 11:25:15;27;3.0;74.0;0.0
160;160;112;112;8111;50;1332;pressing for time in seconds;110;12.05.21;2022-09-22 11:25:30;12.05.21;11:25:32;7;14;2021-12-05 11:25:30;2021-12-05 11:25:32;27;2.0;15.000000000000002;0.0
161;161;113;113;8111;60;1332;store a part from stopper 2;211;12.05.21;2022-09-22 11:26:59;12.05.21;11:27:11;5;1126;2021-12-05 11:26:59;2021-12-05 11:27:11;27;12.0;87.0;974.0000000000001
162;162;102;102;8111;10;1332;release a defined part on stopper 1;212;12.05.21;2022-09-22 11:12:19;12.05.21;11:12:33;5;0;2021-12-05 11:12:19;2021-12-05 11:12:33;28;14.0;0.0;0.0
163;163;103;103;8111;20;1332;feed part from magazin;200;12.05.21;2022-09-22 11:13:00;12.05.21;11:13:02;11;27;2021-12-05 11:13:00;2021-12-05 11:13:02;28;2.0;27.0;0.0
164;164;80;80;8111;30;1332;assembly part with defined PCB;300;12.05.21;2022-09-22 11:24:03;12.05.21;11:25:43;8;6;2021-12-05 11:24:03;2021-12-05 11:25:43;28;100.0;661.0;0.0
165;165;81;81;8111;40;1332;feed part from magazin;200;12.05.21;2022-09-22 11:27:02;12.05.21;11:27:04;6;63;2021-12-05 11:27:02;2021-12-05 11:27:04;28;2.0;79.0;0.0
166;166;82;82;8111;50;1332;pressing for time in seconds;110;12.05.21;2022-09-22 11:27:17;12.05.21;11:27:19;7;14;2021-12-05 11:27:17;2021-12-05 11:27:19;28;2.0;13.0;0.0
167;167;83;83;8111;60;1332;store a part from stopper 2;211;12.05.21;2022-09-22 11:29:10;12.05.21;11:29:22;5;1126;2021-12-05 11:29:10;2021-12-05 11:29:22;28;12.0;111.0;1023.0000000000001
168;168;108;108;8111;10;1332;release a defined part on stopper 1;212;12.05.21;2022-09-22 11:12:37;12.05.21;11:12:51;5;0;2021-12-05 11:12:37;2021-12-05 11:12:51;29;14.0;0.0;0.0
169;169;109;109;8111;20;1332;feed part from magazin;200;12.05.21;2022-09-22 11:13:19;12.05.21;11:13:21;11;27;2021-12-05 11:13:19;2021-12-05 11:13:21;29;2.0;28.0;0.0
170;170;92;92;8111;30;1332;assembly part with defined PCB;300;12.05.21;2022-09-22 11:25:50;12.05.21;11:27:29;8;6;2021-12-05 11:25:50;2021-12-05 11:27:29;29;99.0;749.0;0.0
171;171;93;93;8111;40;1332;feed part from magazin;200;12.05.21;2022-09-22 11:28:16;12.05.21;11:28:18;6;63;2021-12-05 11:28:16;2021-12-05 11:28:18;29;2.0;47.0;0.0
172;172;94;94;8111;50;1332;pressing for time in seconds;110;12.05.21;2022-09-22 11:28:31;12.05.21;11:28:33;7;14;2021-12-05 11:28:31;2021-12-05 11:28:33;29;2.0;13.0;0.0
173;173;95;95;8111;60;1332;store a part from stopper 2;211;12.05.21;2022-09-22 11:30:04;12.05.21;11:30:16;5;1126;2021-12-05 11:30:04;2021-12-05 11:30:16;29;12.0;91.0;1059.0
174;174;114;114;8111;10;1332;release a defined part on stopper 1;212;12.05.21;2022-09-22 11:13:54;12.05.21;11:14:07;5;0;2021-12-05 11:13:54;2021-12-05 11:14:07;30;13.0;0.0;0.0
175;175;115;115;8111;20;1332;feed part from magazin;200;12.05.21;2022-09-22 11:14:35;12.05.21;11:14:36;11;27;2021-12-05 11:14:35;2021-12-05 11:14:36;30;1.0;28.0;0.0
176;176;104;104;8111;30;1332;assembly part with defined PCB;300;12.05.21;2022-09-22 11:27:34;12.05.21;11:32:40;8;6;2021-12-05 11:27:34;2021-12-05 11:32:40;30;306.0;778.0;0.0
177;177;105;105;8111;40;1332;feed part from magazin;200;12.05.21;2022-09-22 11:33:31;12.05.21;11:33:33;6;63;2021-12-05 11:33:31;2021-12-05 11:33:33;30;2.0;51.0;0.0
178;178;106;106;8111;50;1332;pressing for time in seconds;110;12.05.21;2022-09-22 11:33:46;12.05.21;11:33:48;7;14;2021-12-05 11:33:46;2021-12-05 11:33:48;30;2.0;13.0;0.0
179;179;107;107;8111;60;1332;store a part from stopper 2;211;12.05.21;2022-09-22 11:35:51;12.05.21;11:36:03;5;1126;2021-12-05 11:35:51;2021-12-05 11:36:03;30;12.0;123.00000000000001;1329.0
180;180;120;120;8010;10;1333;release a defined part on stopper 1;212;12.05.21;2022-09-22 11:25:23;12.05.21;11:25:37;5;0;2021-12-05 11:25:23;2021-12-05 11:25:37;31;14.0;0.0;0.0
181;181;121;121;8010;20;1333;feed part from magazin;200;12.05.21;2022-09-22 11:26:04;12.05.21;11:26:06;11;27;2021-12-05 11:26:04;2021-12-05 11:26:06;31;2.0;27.0;0.0
182;182;122;122;8010;30;1333;assemble a PCB with one fuse left;302;12.05.21;2022-09-22 11:33:44;12.05.21;11:35:52;8;6;2021-12-05 11:33:44;2021-12-05 11:35:52;31;128.0;458.00000000000006;0.0
183;183;123;123;8010;40;1333;feed part from magazin;200;12.05.21;2022-09-22 11:37:30;12.05.21;11:37:32;6;63;2021-12-05 11:37:30;2021-12-05 11:37:32;31;2.0;98.0;0.0
184;184;124;124;8010;50;1333;pressing for time in seconds;110;12.05.21;2022-09-22 11:37:45;12.05.21;11:37:48;7;14;2021-12-05 11:37:45;2021-12-05 11:37:48;31;3.0;13.0;0.0
185;185;125;125;8010;60;1333;store a part from stopper 2;211;12.05.21;2022-09-22 11:39:28;12.05.21;11:39:40;5;1126;2021-12-05 11:39:28;2021-12-05 11:39:40;31;12.0;100.0;857.0
186;186;126;126;8010;10;1333;release a defined part on stopper 1;212;12.05.21;2022-09-22 11:26:22;12.05.21;11:26:34;5;0;2021-12-05 11:26:22;2021-12-05 11:26:34;32;12.0;0.0;0.0
187;187;127;127;8010;20;1333;feed part from magazin;200;12.05.21;2022-09-22 11:27:01;12.05.21;11:27:04;11;27;2021-12-05 11:27:01;2021-12-05 11:27:04;32;3.0;27.0;0.0
188;188;128;128;8010;30;1333;assemble a PCB with one fuse left;302;12.05.21;2022-09-22 11:35:56;12.05.21;11:37:40;8;6;2021-12-05 11:35:56;2021-12-05 11:37:40;32;104.0;532.0;0.0
189;189;129;129;8010;40;1333;feed part from magazin;200;12.05.21;2022-09-22 11:38:38;12.05.21;11:38:40;6;63;2021-12-05 11:38:38;2021-12-05 11:38:40;32;2.0;58.00000000000001;0.0
190;190;130;130;8010;50;1333;pressing for time in seconds;110;12.05.21;2022-09-22 11:38:57;12.05.21;11:38:59;7;14;2021-12-05 11:38:57;2021-12-05 11:38:59;32;2.0;17.0;0.0
191;191;131;131;8010;60;1333;store a part from stopper 2;211;12.05.21;2022-09-22 11:40:33;12.05.21;11:40:45;5;1126;2021-12-05 11:40:33;2021-12-05 11:40:45;32;12.0;94.0;863.0
192;192;132;132;8010;10;1333;release a defined part on stopper 1;212;12.05.21;2022-09-22 11:26:38;12.05.21;11:26:50;5;0;2021-12-05 11:26:38;2021-12-05 11:26:50;33;12.0;0.0;0.0
193;193;133;133;8010;20;1333;feed part from magazin;200;12.05.21;2022-09-22 11:27:17;12.05.21;11:27:19;11;27;2021-12-05 11:27:17;2021-12-05 11:27:19;33;2.0;27.0;0.0
194;194;134;134;8010;30;1333;assemble a PCB with one fuse left;302;12.05.21;2022-09-22 11:37:44;12.05.21;11:39:27;8;6;2021-12-05 11:37:44;2021-12-05 11:39:27;33;103.0;625.0;0.0
195;195;135;135;8010;40;1333;feed part from magazin;200;12.05.21;2022-09-22 11:40:13;12.05.21;11:40:15;6;63;2021-12-05 11:40:13;2021-12-05 11:40:15;33;2.0;46.0;0.0
196;196;226;226;8010;50;1333;pressing for time in seconds;110;12.05.21;2022-09-22 11:40:34;12.05.21;11:40:41;7;14;2021-12-05 11:40:34;2021-12-05 11:40:41;33;7.0;19.0;0.0
197;197;227;227;8010;60;1333;store a part from stopper 2;211;12.05.21;2022-09-22 11:42:25;12.05.21;11:42:37;5;1126;2021-12-05 11:42:25;2021-12-05 11:42:37;33;12.0;104.0;959.0000000000001
198;198;228;228;8010;10;1333;release a defined part on stopper 1;212;12.05.21;2022-09-22 11:27:21;12.05.21;11:27:35;5;0;2021-12-05 11:27:21;2021-12-05 11:27:35;34;14.0;0.0;0.0
199;199;229;229;8010;20;1333;feed part from magazin;200;12.05.21;2022-09-22 11:28:02;12.05.21;11:28:04;11;27;2021-12-05 11:28:02;2021-12-05 11:28:04;34;2.0;27.0;0.0
200;200;236;236;8010;30;1333;assemble a PCB with one fuse left;302;12.05.21;2022-09-22 11:41:28;12.05.21;11:43:11;8;6;2021-12-05 11:41:28;2021-12-05 11:43:11;34;103.0;804.0;0.0
201;201;237;237;8010;40;1333;feed part from magazin;200;12.05.21;2022-09-22 11:44:02;12.05.21;11:44:05;6;63;2021-12-05 11:44:02;2021-12-05 11:44:05;34;3.0;51.0;0.0
202;202;238;238;8010;50;1333;pressing for time in seconds;110;12.05.21;2022-09-22 11:44:25;12.05.21;11:44:27;7;14;2021-12-05 11:44:25;2021-12-05 11:44:27;34;2.0;20.0;0.0
203;203;239;239;8010;60;1333;store a part from stopper 2;211;12.05.21;2022-09-22 11:46:02;12.05.21;11:46:14;5;1126;2021-12-05 11:46:02;2021-12-05 11:46:14;34;12.0;95.0;1133.0
204;204;234;234;8010;10;1333;release a defined part on stopper 1;212;12.05.21;2022-09-22 11:27:38;12.05.21;11:27:52;5;0;2021-12-05 11:27:38;2021-12-05 11:27:52;35;14.0;0.0;0.0
205;205;235;235;8010;20;1333;feed part from magazin;200;12.05.21;2022-09-22 11:28:19;12.05.21;11:28:22;11;27;2021-12-05 11:28:19;2021-12-05 11:28:22;35;3.0;27.0;0.0
206;206;230;230;8010;30;1333;assemble a PCB with one fuse left;302;12.05.21;2022-09-22 11:43:38;12.05.21;11:45:21;8;6;2021-12-05 11:43:38;2021-12-05 11:45:21;35;103.0;916.0000000000001;0.0
207;207;231;231;8010;40;1333;feed part from magazin;200;12.05.21;2022-09-22 11:46:06;12.05.21;11:46:08;6;63;2021-12-05 11:46:06;2021-12-05 11:46:08;35;2.0;45.0;0.0
208;208;232;232;8010;50;1333;pressing for time in seconds;110;12.05.21;2022-09-22 11:46:27;12.05.21;11:46:29;7;14;2021-12-05 11:46:27;2021-12-05 11:46:29;35;2.0;19.0;0.0
209;209;233;233;8010;60;1333;store a part from stopper 2;211;12.05.21;2022-09-22 11:48:09;12.05.21;11:48:21;5;1126;2021-12-05 11:48:09;2021-12-05 11:48:21;35;12.0;100.0;1243.0
210;210;240;240;8011;10;1333;release a defined part on stopper 1;212;12.05.21;2022-09-22 11:27:56;12.05.21;11:28:09;5;0;2021-12-05 11:27:56;2021-12-05 11:28:09;36;13.0;0.0;0.0
211;211;241;241;8011;20;1333;feed part from magazin;200;12.05.21;2022-09-22 11:28:35;12.05.21;11:28:37;11;27;2021-12-05 11:28:35;2021-12-05 11:28:37;36;2.0;26.0;0.0
212;212;242;242;8011;30;1333;assemble a PCB with fuse left and right ;304;12.05.21;2022-09-22 11:39:31;12.05.21;11:41:23;8;6;2021-12-05 11:39:31;2021-12-05 11:41:23;36;112.0;654.0;0.0
213;213;243;243;8011;40;1333;feed part from magazin;200;12.05.21;2022-09-22 11:42:16;12.05.21;11:42:18;6;63;2021-12-05 11:42:16;2021-12-05 11:42:18;36;2.0;53.0;0.0
214;214;244;244;8011;50;1333;pressing for time in seconds;110;12.05.21;2022-09-22 11:42:31;12.05.21;11:42:36;7;14;2021-12-05 11:42:31;2021-12-05 11:42:36;36;5.0;13.0;0.0
215;215;245;245;8011;60;1333;store a part from stopper 2;211;12.05.21;2022-09-22 11:44:43;12.05.21;11:44:55;5;1126;2021-12-05 11:44:43;2021-12-05 11:44:55;36;12.0;127.00000000000001;1019.0000000000001
216;216;246;246;8011;10;1333;release a defined part on stopper 1;212;12.05.21;2022-09-22 11:28:38;12.05.21;11:28:52;5;0;2021-12-05 11:28:38;2021-12-05 11:28:52;37;14.0;0.0;0.0
217;217;247;247;8011;20;1333;feed part from magazin;200;12.05.21;2022-09-22 11:29:18;12.05.21;11:29:21;11;27;2021-12-05 11:29:18;2021-12-05 11:29:21;37;3.0;26.0;0.0
218;218;140;140;8011;30;1333;assemble a PCB with fuse left and right ;304;12.05.21;2022-09-22 11:45:25;12.05.21;11:47:17;8;6;2021-12-05 11:45:25;2021-12-05 11:47:17;37;112.0;964.0000000000001;0.0
219;219;141;141;8011;40;1333;feed part from magazin;200;12.05.21;2022-09-22 11:48:12;12.05.21;11:48:14;6;63;2021-12-05 11:48:12;2021-12-05 11:48:14;37;2.0;55.0;0.0
220;220;142;142;8011;50;1333;pressing for time in seconds;110;12.05.21;2022-09-22 11:48:29;12.05.21;11:48:32;7;14;2021-12-05 11:48:29;2021-12-05 11:48:32;37;3.0;15.000000000000002;0.0
221;221;143;143;8011;60;1333;store a part from stopper 2;211;12.05.21;2022-09-22 11:50:08;12.05.21;11:50:20;5;1126;2021-12-05 11:50:08;2021-12-05 11:50:20;37;12.0;96.0;1302.0
222;222;252;252;8011;10;1333;release a defined part on stopper 1;212;12.05.21;2022-09-22 11:30:50;12.05.21;11:31:03;5;0;2021-12-05 11:30:50;2021-12-05 11:31:03;38;13.0;0.0;0.0
223;223;253;253;8011;20;1333;feed part from magazin;200;12.05.21;2022-09-22 11:31:31;12.05.21;11:31:33;11;27;2021-12-05 11:31:31;2021-12-05 11:31:33;38;2.0;28.0;0.0
224;224;248;248;8011;30;1333;assemble a PCB with fuse left and right ;304;12.05.21;2022-09-22 11:47:23;12.05.21;11:49:14;8;6;2021-12-05 11:47:23;2021-12-05 11:49:14;38;111.0;950.0000000000001;0.0
225;225;249;249;8011;40;1333;feed part from magazin;200;12.05.21;2022-09-22 11:49:55;12.05.21;11:49:58;6;63;2021-12-05 11:49:55;2021-12-05 11:49:58;38;3.0;41.0;0.0
226;226;250;250;8011;50;1333;pressing for time in seconds;110;12.05.21;2022-09-22 11:50:15;12.05.21;11:50:17;7;14;2021-12-05 11:50:15;2021-12-05 11:50:17;38;2.0;17.0;0.0
227;227;251;251;8011;60;1333;store a part from stopper 2;211;12.05.21;2022-09-22 11:51:41;12.05.21;11:51:53;5;1126;2021-12-05 11:51:41;2021-12-05 11:51:53;38;12.0;84.0;1263.0
228;228;138;138;8011;10;1333;release a defined part on stopper 1;212;12.05.21;2022-09-22 11:31:44;12.05.21;11:31:59;5;0;2021-12-05 11:31:44;2021-12-05 11:31:59;39;15.000000000000002;0.0;0.0
229;229;139;139;8011;20;1333;feed part from magazin;200;12.05.21;2022-09-22 11:32:25;12.05.21;11:32:27;11;27;2021-12-05 11:32:25;2021-12-05 11:32:27;39;2.0;26.0;0.0
230;230;146;146;8011;30;1333;assemble a PCB with fuse left and right ;304;12.05.21;2022-09-22 11:49:18;12.05.21;11:51:09;8;6;2021-12-05 11:49:18;2021-12-05 11:51:09;39;111.0;1011.0000000000001;0.0
231;231;147;147;8011;40;1333;feed part from magazin;200;12.05.21;2022-09-22 11:51:53;12.05.21;11:51:55;6;63;2021-12-05 11:51:53;2021-12-05 11:51:55;39;2.0;44.0;0.0
232;232;148;148;8011;50;1333;pressing for time in seconds;110;12.05.21;2022-09-22 11:52:08;12.05.21;11:52:11;7;14;2021-12-05 11:52:08;2021-12-05 11:52:11;39;3.0;13.0;0.0
233;233;149;149;8011;60;1333;store a part from stopper 2;211;12.05.21;2022-09-22 11:54:25;12.05.21;11:54:37;5;1126;2021-12-05 11:54:25;2021-12-05 11:54:37;39;12.0;134.0;1373.0
234;234;144;144;8011;10;1333;release a defined part on stopper 1;212;12.05.21;2022-09-22 11:37:52;12.05.21;11:38:06;5;0;2021-12-05 11:37:52;2021-12-05 11:38:06;40;14.0;0.0;0.0
235;235;145;145;8011;20;1333;feed part from magazin;200;12.05.21;2022-09-22 11:38:33;12.05.21;11:38:35;11;27;2021-12-05 11:38:33;2021-12-05 11:38:35;40;2.0;27.0;0.0
236;236;254;254;8011;30;1333;assemble a PCB with fuse left and right ;304;12.05.21;2022-09-22 11:51:14;12.05.21;11:53:05;8;6;2021-12-05 11:51:14;2021-12-05 11:53:05;40;111.0;759.0;0.0
237;237;255;255;8011;40;1333;feed part from magazin;200;12.05.21;2022-09-22 11:53:48;12.05.21;11:53:50;6;63;2021-12-05 11:53:48;2021-12-05 11:53:50;40;2.0;43.0;0.0
238;238;136;136;8011;50;1333;pressing for time in seconds;110;12.05.21;2022-09-22 11:54:06;12.05.21;11:54:08;7;14;2021-12-05 11:54:06;2021-12-05 11:54:08;40;2.0;16.0;0.0
239;239;137;137;8011;60;1333;store a part from stopper 2;211;12.05.21;2022-09-22 11:55:41;12.05.21;11:55:52;5;1126;2021-12-05 11:55:41;2021-12-05 11:55:52;40;11.0;93.0;1080.0
240;240;152;152;8111;10;1334;release a defined part on stopper 1;212;12.05.21;2022-09-22 11:52:54;12.05.21;11:53:08;5;0;2021-12-05 11:52:54;2021-12-05 11:53:08;41;14.0;0.0;0.0
241;241;153;153;8111;20;1334;feed part from magazin;200;12.05.21;2022-09-22 11:53:35;12.05.21;11:53:37;11;27;2021-12-05 11:53:35;2021-12-05 11:53:37;41;2.0;27.0;0.0
242;242;154;154;8111;30;1334;assembly part with defined PCB;300;12.05.21;2022-09-22 11:58:25;12.05.21;12:00:03;8;6;2021-12-05 11:58:25;2021-12-05 12:00:03;41;98.0;288.0;0.0
243;243;155;155;8111;40;1334;feed part from magazin;200;12.05.21;2022-09-22 12:01:58;12.05.21;12:02:01;6;63;2021-12-05 12:01:58;2021-12-05 12:02:01;41;3.0;115.00000000000001;0.0
244;244;156;156;8111;50;1334;pressing for time in seconds;110;12.05.21;2022-09-22 12:02:21;12.05.21;12:02:23;7;14;2021-12-05 12:02:21;2021-12-05 12:02:23;41;2.0;20.0;0.0
245;245;157;157;8111;60;1334;store a part from stopper 2;211;12.05.21;2022-09-22 12:04:06;12.05.21;12:04:18;5;1126;2021-12-05 12:04:06;2021-12-05 12:04:18;41;12.0;103.0;684.0
246;246;158;158;8111;10;1334;release a defined part on stopper 1;212;12.05.21;2022-09-22 11:53:11;12.05.21;11:53:25;5;0;2021-12-05 11:53:11;2021-12-05 11:53:25;42;14.0;0.0;0.0
247;247;159;159;8111;20;1334;feed part from magazin;200;12.05.21;2022-09-22 11:53:51;12.05.21;11:53:54;11;27;2021-12-05 11:53:51;2021-12-05 11:53:54;42;3.0;26.0;0.0
248;248;160;160;8111;30;1334;assembly part with defined PCB;300;12.05.21;2022-09-22 12:00:28;12.05.21;12:02:07;8;6;2021-12-05 12:00:28;2021-12-05 12:02:07;42;99.0;394.0;0.0
249;249;161;161;8111;40;1334;feed part from magazin;200;12.05.21;2022-09-22 12:03:00;12.05.21;12:03:02;6;63;2021-12-05 12:03:00;2021-12-05 12:03:02;42;2.0;53.0;0.0
250;250;162;162;8111;50;1334;pressing for time in seconds;110;12.05.21;2022-09-22 12:03:15;12.05.21;12:03:18;7;14;2021-12-05 12:03:15;2021-12-05 12:03:18;42;3.0;13.0;0.0
251;251;163;163;8111;60;1334;store a part from stopper 2;211;12.05.21;2022-09-22 12:04:34;12.05.21;12:04:48;5;1126;2021-12-05 12:04:34;2021-12-05 12:04:48;42;14.0;76.0;697.0
252;252;164;164;8111;10;1334;release a defined part on stopper 1;212;12.05.21;2022-09-22 11:53:34;12.05.21;11:53:49;5;0;2021-12-05 11:53:34;2021-12-05 11:53:49;43;15.000000000000002;0.0;0.0
253;253;165;165;8111;20;1334;feed part from magazin;200;12.05.21;2022-09-22 11:54:16;12.05.21;11:54:18;11;27;2021-12-05 11:54:16;2021-12-05 11:54:18;43;2.0;27.0;0.0
254;254;262;262;8111;30;1334;assembly part with defined PCB;300;12.05.21;2022-09-22 12:02:12;12.05.21;12:03:52;8;6;2021-12-05 12:02:12;2021-12-05 12:03:52;43;100.0;474.00000000000006;0.0
255;255;263;263;8111;40;1334;feed part from magazin;200;12.05.21;2022-09-22 12:04:33;12.05.21;12:04:36;6;63;2021-12-05 12:04:33;2021-12-05 12:04:36;43;3.0;41.0;0.0
256;256;264;264;8111;50;1334;pressing for time in seconds;110;12.05.21;2022-09-22 12:04:53;12.05.21;12:04:56;7;14;2021-12-05 12:04:53;2021-12-05 12:04:56;43;3.0;17.0;0.0
257;257;265;265;8111;60;1334;store a part from stopper 2;211;12.05.21;2022-09-22 12:06:46;12.05.21;12:06:58;5;1126;2021-12-05 12:06:46;2021-12-05 12:06:58;43;12.0;110.0;804.0
258;258;260;260;8111;10;1334;release a defined part on stopper 1;212;12.05.21;2022-09-22 11:56:09;12.05.21;11:56:23;5;0;2021-12-05 11:56:09;2021-12-05 11:56:23;44;14.0;0.0;0.0
259;259;261;261;8111;20;1334;feed part from magazin;200;12.05.21;2022-09-22 11:56:50;12.05.21;11:56:52;11;27;2021-12-05 11:56:50;2021-12-05 11:56:52;44;2.0;27.0;0.0
260;260;256;256;8111;30;1334;assembly part with defined PCB;300;12.05.21;2022-09-22 12:05:31;12.05.21;12:07:10;8;6;2021-12-05 12:05:31;2021-12-05 12:07:10;44;99.0;519.0;0.0
