;level_0;Unnamed: 0;index;Produktvariante;Prozessschritt;Auftragsnummer;Prozessbeschreibung;Prozessnummer;Startdatum;Startzeit;Enddatum;Endzeit;Arbeitsstation;Transportzeit;Start;Ende;werkstueckID
167;167;165;83;8111;60;1332;store a part from stopper 2;211;12.05.2021;11:29:10;12.05.2021;11:29:22;5;1126;05.12.2021 11:29;05.12.2021 11:29;28
168;168;172;108;8111;10;1332;release a defined part on stopper 1;212;12.05.2021;11:12:37;12.05.2021;11:12:51;5;0;05.12.2021 11:12;05.12.2021 11:12;29
169;169;173;109;8111;20;1332;feed part from magazin;200;12.05.2021;11:13:19;12.05.2021;11:13:21;11;27;05.12.2021 11:13;05.12.2021 11:13;29
170;170;168;92;8111;30;1332;assembly part with defined PCB;300;12.05.2021;11:25:50;12.05.2021;11:27:29;8;6;05.12.2021 11:25;05.12.2021 11:27;29
171;171;169;93;8111;40;1332;feed part from magazin;200;12.05.2021;11:28:16;12.05.2021;11:28:18;6;63;05.12.2021 11:28;05.12.2021 11:28;29
172;172;170;94;8111;50;1332;pressing for time in seconds;110;12.05.2021;11:28:31;12.05.2021;11:28:33;7;14;05.12.2021 11:28;05.12.2021 11:28;29
173;173;171;95;8111;60;1332;store a part from stopper 2;211;12.05.2021;11:30:04;12.05.2021;11:30:16;5;1126;05.12.2021 11:30;05.12.2021 11:30;29
174;174;178;114;8111;10;1332;release a defined part on stopper 1;212;12.05.2021;11:13:54;12.05.2021;11:14:07;5;0;05.12.2021 11:13;05.12.2021 11:14;30
175;175;179;115;8111;20;1332;feed part from magazin;200;12.05.2021;11:14:35;12.05.2021;11:14:36;11;27;05.12.2021 11:14;05.12.2021 11:14;30
176;176;174;104;8111;30;1332;assembly part with defined PCB;300;12.05.2021;11:27:34;12.05.2021;11:32:40;8;6;05.12.2021 11:27;05.12.2021 11:32;30
177;177;175;105;8111;40;1332;feed part from magazin;200;12.05.2021;11:33:31;12.05.2021;11:33:33;6;63;05.12.2021 11:33;05.12.2021 11:33;30
178;178;176;106;8111;50;1332;pressing for time in seconds;110;12.05.2021;11:33:46;12.05.2021;11:33:48;7;14;05.12.2021 11:33;05.12.2021 11:33;30
179;179;177;107;8111;60;1332;store a part from stopper 2;211;12.05.2021;11:35:51;12.05.2021;11:36:03;5;1126;05.12.2021 11:35;05.12.2021 11:36;30
180;180;180;120;8010;10;1333;release a defined part on stopper 1;212;12.05.2021;11:25:23;12.05.2021;11:25:37;5;0;05.12.2021 11:25;05.12.2021 11:25;31
181;181;181;121;8010;20;1333;feed part from magazin;200;12.05.2021;11:26:04;12.05.2021;11:26:06;11;27;05.12.2021 11:26;05.12.2021 11:26;31
182;182;182;122;8010;30;1333;assemble a PCB with one fuse left;302;12.05.2021;11:33:44;12.05.2021;11:35:52;8;6;05.12.2021 11:33;05.12.2021 11:35;31
183;183;183;123;8010;40;1333;feed part from magazin;200;12.05.2021;11:37:30;12.05.2021;11:37:32;6;63;05.12.2021 11:37;05.12.2021 11:37;31
184;184;184;124;8010;50;1333;pressing for time in seconds;110;12.05.2021;11:37:45;12.05.2021;11:37:48;7;14;05.12.2021 11:37;05.12.2021 11:37;31
185;185;185;125;8010;60;1333;store a part from stopper 2;211;12.05.2021;11:39:28;12.05.2021;11:39:40;5;1126;05.12.2021 11:39;05.12.2021 11:39;31
186;186;186;126;8010;10;1333;release a defined part on stopper 1;212;12.05.2021;11:26:22;12.05.2021;11:26:34;5;0;05.12.2021 11:26;05.12.2021 11:26;32
187;187;187;127;8010;20;1333;feed part from magazin;200;12.05.2021;11:27:01;12.05.2021;11:27:04;11;27;05.12.2021 11:27;05.12.2021 11:27;32
188;188;188;128;8010;30;1333;assemble a PCB with one fuse left;302;12.05.2021;11:35:56;12.05.2021;11:37:40;8;6;05.12.2021 11:35;05.12.2021 11:37;32
189;189;189;129;8010;40;1333;feed part from magazin;200;12.05.2021;11:38:38;12.05.2021;11:38:40;6;63;05.12.2021 11:38;05.12.2021 11:38;32
190;190;190;130;8010;50;1333;pressing for time in seconds;110;12.05.2021;11:38:57;12.05.2021;11:38:59;7;14;05.12.2021 11:38;05.12.2021 11:38;32
191;191;191;131;8010;60;1333;store a part from stopper 2;211;12.05.2021;11:40:33;12.05.2021;11:40:45;5;1126;05.12.2021 11:40;05.12.2021 11:40;32
192;192;192;132;8010;10;1333;release a defined part on stopper 1;212;12.05.2021;11:26:38;12.05.2021;11:26:50;5;0;05.12.2021 11:26;05.12.2021 11:26;33
193;193;193;133;8010;20;1333;feed part from magazin;200;12.05.2021;11:27:17;12.05.2021;11:27:19;11;27;05.12.2021 11:27;05.12.2021 11:27;33
194;194;194;134;8010;30;1333;assemble a PCB with one fuse left;302;12.05.2021;11:37:44;12.05.2021;11:39:27;8;6;05.12.2021 11:37;05.12.2021 11:39;33
195;195;195;135;8010;40;1333;feed part from magazin;200;12.05.2021;11:40:13;12.05.2021;11:40:15;6;63;05.12.2021 11:40;05.12.2021 11:40;33
196;196;196;226;8010;50;1333;pressing for time in seconds;110;12.05.2021;11:40:34;12.05.2021;11:40:41;7;14;05.12.2021 11:40;05.12.2021 11:40;33
197;197;197;227;8010;60;1333;store a part from stopper 2;211;12.05.2021;11:42:25;12.05.2021;11:42:37;5;1126;05.12.2021 11:42;05.12.2021 11:42;33
198;198;198;228;8010;10;1333;release a defined part on stopper 1;212;12.05.2021;11:27:21;12.05.2021;11:27:35;5;0;05.12.2021 11:27;05.12.2021 11:27;34
199;199;199;229;8010;20;1333;feed part from magazin;200;12.05.2021;11:28:02;12.05.2021;11:28:04;11;27;05.12.2021 11:28;05.12.2021 11:28;34
200;200;200;236;8010;30;1333;assemble a PCB with one fuse left;302;12.05.2021;11:41:28;12.05.2021;11:43:11;8;6;05.12.2021 11:41;05.12.2021 11:43;34
201;201;201;237;8010;40;1333;feed part from magazin;200;12.05.2021;11:44:02;12.05.2021;11:44:05;6;63;05.12.2021 11:44;05.12.2021 11:44;34
202;202;202;238;8010;50;1333;pressing for time in seconds;110;12.05.2021;11:44:25;12.05.2021;11:44:27;7;14;05.12.2021 11:44;05.12.2021 11:44;34
203;203;203;239;8010;60;1333;store a part from stopper 2;211;12.05.2021;11:46:02;12.05.2021;11:46:14;5;1126;05.12.2021 11:46;05.12.2021 11:46;34
204;204;208;234;8010;10;1333;release a defined part on stopper 1;212;12.05.2021;11:27:38;12.05.2021;11:27:52;5;0;05.12.2021 11:27;05.12.2021 11:27;35
205;205;209;235;8010;20;1333;feed part from magazin;200;12.05.2021;11:28:19;12.05.2021;11:28:22;11;27;05.12.2021 11:28;05.12.2021 11:28;35
206;206;204;230;8010;30;1333;assemble a PCB with one fuse left;302;12.05.2021;11:43:38;12.05.2021;11:45:21;8;6;05.12.2021 11:43;05.12.2021 11:45;35
207;207;205;231;8010;40;1333;feed part from magazin;200;12.05.2021;11:46:06;12.05.2021;11:46:08;6;63;05.12.2021 11:46;05.12.2021 11:46;35
208;208;206;232;8010;50;1333;pressing for time in seconds;110;12.05.2021;11:46:27;12.05.2021;11:46:29;7;14;05.12.2021 11:46;05.12.2021 11:46;35
209;209;207;233;8010;60;1333;store a part from stopper 2;211;12.05.2021;11:48:09;12.05.2021;11:48:21;5;1126;05.12.2021 11:48;05.12.2021 11:48;35
210;210;210;240;8011;10;1333;release a defined part on stopper 1;212;12.05.2021;11:27:56;12.05.2021;11:28:09;5;0;05.12.2021 11:27;05.12.2021 11:28;36
211;211;211;241;8011;20;1333;feed part from magazin;200;12.05.2021;11:28:35;12.05.2021;11:28:37;11;27;05.12.2021 11:28;05.12.2021 11:28;36
212;212;212;242;8011;30;1333;assemble a PCB with fuse left and right ;304;12.05.2021;11:39:31;12.05.2021;11:41:23;8;6;05.12.2021 11:39;05.12.2021 11:41;36
213;213;213;243;8011;40;1333;feed part from magazin;200;12.05.2021;11:42:16;12.05.2021;11:42:18;6;63;05.12.2021 11:42;05.12.2021 11:42;36
214;214;214;244;8011;50;1333;pressing for time in seconds;110;12.05.2021;11:42:31;12.05.2021;11:42:36;7;14;05.12.2021 11:42;05.12.2021 11:42;36
215;215;215;245;8011;60;1333;store a part from stopper 2;211;12.05.2021;11:44:43;12.05.2021;11:44:55;5;1126;05.12.2021 11:44;05.12.2021 11:44;36
216;216;220;246;8011;10;1333;release a defined part on stopper 1;212;12.05.2021;11:28:38;12.05.2021;11:28:52;5;0;05.12.2021 11:28;05.12.2021 11:28;37
217;217;221;247;8011;20;1333;feed part from magazin;200;12.05.2021;11:29:18;12.05.2021;11:29:21;11;27;05.12.2021 11:29;05.12.2021 11:29;37
218;218;216;140;8011;30;1333;assemble a PCB with fuse left and right ;304;12.05.2021;11:45:25;12.05.2021;11:47:17;8;6;05.12.2021 11:45;05.12.2021 11:47;37
219;219;217;141;8011;40;1333;feed part from magazin;200;12.05.2021;11:48:12;12.05.2021;11:48:14;6;63;05.12.2021 11:48;05.12.2021 11:48;37
220;220;218;142;8011;50;1333;pressing for time in seconds;110;12.05.2021;11:48:29;12.05.2021;11:48:32;7;14;05.12.2021 11:48;05.12.2021 11:48;37
221;221;219;143;8011;60;1333;store a part from stopper 2;211;12.05.2021;11:50:08;12.05.2021;11:50:20;5;1126;05.12.2021 11:50;05.12.2021 11:50;37
222;222;226;252;8011;10;1333;release a defined part on stopper 1;212;12.05.2021;11:30:50;12.05.2021;11:31:03;5;0;05.12.2021 11:30;05.12.2021 11:31;38
223;223;227;253;8011;20;1333;feed part from magazin;200;12.05.2021;11:31:31;12.05.2021;11:31:33;11;27;05.12.2021 11:31;05.12.2021 11:31;38
224;224;222;248;8011;30;1333;assemble a PCB with fuse left and right ;304;12.05.2021;11:47:23;12.05.2021;11:49:14;8;6;05.12.2021 11:47;05.12.2021 11:49;38
225;225;223;249;8011;40;1333;feed part from magazin;200;12.05.2021;11:49:55;12.05.2021;11:49:58;6;63;05.12.2021 11:49;05.12.2021 11:49;38
226;226;224;250;8011;50;1333;pressing for time in seconds;110;12.05.2021;11:50:15;12.05.2021;11:50:17;7;14;05.12.2021 11:50;05.12.2021 11:50;38
227;227;225;251;8011;60;1333;store a part from stopper 2;211;12.05.2021;11:51:41;12.05.2021;11:51:53;5;1126;05.12.2021 11:51;05.12.2021 11:51;38
228;228;228;138;8011;10;1333;release a defined part on stopper 1;212;12.05.2021;11:31:44;12.05.2021;11:31:59;5;0;05.12.2021 11:31;05.12.2021 11:31;39
229;229;229;139;8011;20;1333;feed part from magazin;200;12.05.2021;11:32:25;12.05.2021;11:32:27;11;27;05.12.2021 11:32;05.12.2021 11:32;39
230;230;230;146;8011;30;1333;assemble a PCB with fuse left and right ;304;12.05.2021;11:49:18;12.05.2021;11:51:09;8;6;05.12.2021 11:49;05.12.2021 11:51;39
231;231;231;147;8011;40;1333;feed part from magazin;200;12.05.2021;11:51:53;12.05.2021;11:51:55;6;63;05.12.2021 11:51;05.12.2021 11:51;39
232;232;232;148;8011;50;1333;pressing for time in seconds;110;12.05.2021;11:52:08;12.05.2021;11:52:11;7;14;05.12.2021 11:52;05.12.2021 11:52;39
233;233;233;149;8011;60;1333;store a part from stopper 2;211;12.05.2021;11:54:25;12.05.2021;11:54:37;5;1126;05.12.2021 11:54;05.12.2021 11:54;39
234;234;236;144;8011;10;1333;release a defined part on stopper 1;212;12.05.2021;11:37:52;12.05.2021;11:38:06;5;0;05.12.2021 11:37;05.12.2021 11:38;40
235;235;237;145;8011;20;1333;feed part from magazin;200;12.05.2021;11:38:33;12.05.2021;11:38:35;11;27;05.12.2021 11:38;05.12.2021 11:38;40
236;236;238;254;8011;30;1333;assemble a PCB with fuse left and right ;304;12.05.2021;11:51:14;12.05.2021;11:53:05;8;6;05.12.2021 11:51;05.12.2021 11:53;40
237;237;239;255;8011;40;1333;feed part from magazin;200;12.05.2021;11:53:48;12.05.2021;11:53:50;6;63;05.12.2021 11:53;05.12.2021 11:53;40
238;238;234;136;8011;50;1333;pressing for time in seconds;110;12.05.2021;11:54:06;12.05.2021;11:54:08;7;14;05.12.2021 11:54;05.12.2021 11:54;40
239;239;235;137;8011;60;1333;store a part from stopper 2;211;12.05.2021;11:55:41;12.05.2021;11:55:52;5;1126;05.12.2021 11:55;05.12.2021 11:55;40
240;240;240;152;8111;10;1334;release a defined part on stopper 1;212;12.05.2021;11:52:54;12.05.2021;11:53:08;5;0;05.12.2021 11:52;05.12.2021 11:53;41
241;241;241;153;8111;20;1334;feed part from magazin;200;12.05.2021;11:53:35;12.05.2021;11:53:37;11;27;05.12.2021 11:53;05.12.2021 11:53;41
242;242;242;154;8111;30;1334;assembly part with defined PCB;300;12.05.2021;11:58:25;12.05.2021;12:00:03;8;6;05.12.2021 11:58;05.12.2021 12:00;41
243;243;243;155;8111;40;1334;feed part from magazin;200;12.05.2021;12:01:58;12.05.2021;12:02:01;6;63;05.12.2021 12:01;05.12.2021 12:02;41
244;244;244;156;8111;50;1334;pressing for time in seconds;110;12.05.2021;12:02:21;12.05.2021;12:02:23;7;14;05.12.2021 12:02;05.12.2021 12:02;41
245;245;245;157;8111;60;1334;store a part from stopper 2;211;12.05.2021;12:04:06;12.05.2021;12:04:18;5;1126;05.12.2021 12:04;05.12.2021 12:04;41
246;246;246;158;8111;10;1334;release a defined part on stopper 1;212;12.05.2021;11:53:11;12.05.2021;11:53:25;5;0;05.12.2021 11:53;05.12.2021 11:53;42
247;247;247;159;8111;20;1334;feed part from magazin;200;12.05.2021;11:53:51;12.05.2021;11:53:54;11;27;05.12.2021 11:53;05.12.2021 11:53;42
248;248;248;160;8111;30;1334;assembly part with defined PCB;300;12.05.2021;12:00:28;12.05.2021;12:02:07;8;6;05.12.2021 12:00;05.12.2021 12:02;42
249;249;249;161;8111;40;1334;feed part from magazin;200;12.05.2021;12:03:00;12.05.2021;12:03:02;6;63;05.12.2021 12:03;05.12.2021 12:03;42
250;250;250;162;8111;50;1334;pressing for time in seconds;110;12.05.2021;12:03:15;12.05.2021;12:03:18;7;14;05.12.2021 12:03;05.12.2021 12:03;42
251;251;251;163;8111;60;1334;store a part from stopper 2;211;12.05.2021;12:04:34;12.05.2021;12:04:48;5;1126;05.12.2021 12:04;05.12.2021 12:04;42
252;252;252;164;8111;10;1334;release a defined part on stopper 1;212;12.05.2021;11:53:34;12.05.2021;11:53:49;5;0;05.12.2021 11:53;05.12.2021 11:53;43
253;253;253;165;8111;20;1334;feed part from magazin;200;12.05.2021;11:54:16;12.05.2021;11:54:18;11;27;05.12.2021 11:54;05.12.2021 11:54;43
254;254;254;262;8111;30;1334;assembly part with defined PCB;300;12.05.2021;12:02:12;12.05.2021;12:03:52;8;6;05.12.2021 12:02;05.12.2021 12:03;43
255;255;255;263;8111;40;1334;feed part from magazin;200;12.05.2021;12:04:33;12.05.2021;12:04:36;6;63;05.12.2021 12:04;05.12.2021 12:04;43
256;256;256;264;8111;50;1334;pressing for time in seconds;110;12.05.2021;12:04:53;12.05.2021;12:04:56;7;14;05.12.2021 12:04;05.12.2021 12:04;43
257;257;257;265;8111;60;1334;store a part from stopper 2;211;12.05.2021;12:06:46;12.05.2021;12:06:58;5;1126;05.12.2021 12:06;05.12.2021 12:06;43
258;258;262;260;8111;10;1334;release a defined part on stopper 1;212;12.05.2021;11:56:09;12.05.2021;11:56:23;5;0;05.12.2021 11:56;05.12.2021 11:56;44
259;259;263;261;8111;20;1334;feed part from magazin;200;12.05.2021;11:56:50;12.05.2021;11:56:52;11;27;05.12.2021 11:56;05.12.2021 11:56;44
260;260;258;256;8111;30;1334;assembly part with defined PCB;300;12.05.2021;12:05:31;12.05.2021;12:07:10;8;6;05.12.2021 12:05;05.12.2021 12:07;44
261;261;259;257;8111;40;1334;feed part from magazin;200;12.05.2021;12:07:57;12.05.2021;12:08:00;6;63;05.12.2021 12:07;05.12.2021 12:08;44
262;262;260;258;8111;50;1334;pressing for time in seconds;110;12.05.2021;12:08:15;12.05.2021;12:08:17;7;14;05.12.2021 12:08;05.12.2021 12:08;44
263;263;261;259;8111;60;1334;store a part from stopper 2;211;12.05.2021;12:10:49;12.05.2021;12:11:00;5;1126;05.12.2021 12:10;05.12.2021 12:11;44
264;264;264;266;8111;10;1334;release a defined part on stopper 1;212;12.05.2021;11:57:57;12.05.2021;11:58:10;5;0;05.12.2021 11:57;05.12.2021 11:58;45
265;265;265;267;8111;20;1334;feed part from magazin;200;12.05.2021;11:58:37;12.05.2021;11:58:39;11;27;05.12.2021 11:58;05.12.2021 11:58;45
266;266;266;268;8111;30;1334;assembly part with defined PCB;300;12.05.2021;12:13:02;12.05.2021;12:14:41;8;6;05.12.2021 12:13;05.12.2021 12:14;45
267;267;267;269;8111;40;1334;feed part from magazin;200;12.05.2021;12:15:51;12.05.2021;12:15:53;6;63;05.12.2021 12:15;05.12.2021 12:15;45
268;268;268;270;8111;50;1334;pressing for time in seconds;110;12.05.2021;12:16:08;12.05.2021;12:16:10;7;14;05.12.2021 12:16;05.12.2021 12:16;45
269;269;269;271;8111;60;1334;store a part from stopper 2;211;12.05.2021;12:18:08;12.05.2021;12:18:20;5;1126;05.12.2021 12:18;05.12.2021 12:18;45
270;270;270;150;8110;10;1334;release a defined part on stopper 1;212;12.05.2021;11:50:21;12.05.2021;11:50:34;5;0;05.12.2021 11:50;05.12.2021 11:50;46
271;271;271;272;8110;20;1334;feed part from magazin;200;12.05.2021;11:51:01;12.05.2021;11:51:03;11;27;05.12.2021 11:51;05.12.2021 11:51;46
272;272;272;273;8110;30;1334;assembly part with defined PCB;300;12.05.2021;11:53:32;12.05.2021;11:55:02;8;6;05.12.2021 11:53;05.12.2021 11:55;46
273;273;273;274;8110;40;1334;feed part from magazin;200;12.05.2021;11:55:58;12.05.2021;11:56:00;6;63;05.12.2021 11:55;05.12.2021 11:56;46
274;274;274;275;8110;50;1334;pressing for time in seconds;110;12.05.2021;11:56:23;12.05.2021;11:56:25;7;14;05.12.2021 11:56;05.12.2021 11:56;46
275;275;275;276;8110;60;1334;store a part from stopper 2;211;12.05.2021;11:58:24;12.05.2021;11:58:36;5;1126;05.12.2021 11:58;05.12.2021 11:58;46
276;276;276;277;8110;10;1334;release a defined part on stopper 1;212;12.05.2021;11:50:42;12.05.2021;11:50:55;5;0;05.12.2021 11:50;05.12.2021 11:50;47
277;277;277;278;8110;20;1334;feed part from magazin;200;12.05.2021;11:51:22;12.05.2021;11:51:24;11;27;05.12.2021 11:51;05.12.2021 11:51;47
278;278;278;279;8110;30;1334;assembly part with defined PCB;300;12.05.2021;11:55:07;12.05.2021;11:56:43;8;6;05.12.2021 11:55;05.12.2021 11:56;47
279;279;279;280;8110;40;1334;feed part from magazin;200;12.05.2021;11:57:40;12.05.2021;11:57:42;6;63;05.12.2021 11:57;05.12.2021 11:57;47
280;280;280;281;8110;50;1334;pressing for time in seconds;110;12.05.2021;11:58:00;12.05.2021;11:58:07;7;14;05.12.2021 11:58;05.12.2021 11:58;47
281;281;281;282;8110;60;1334;store a part from stopper 2;211;12.05.2021;11:59:48;12.05.2021;11:59:59;5;1126;05.12.2021 11:59;05.12.2021 11:59;47
282;282;282;283;8110;10;1334;release a defined part on stopper 1;212;12.05.2021;11:52:04;12.05.2021;11:52:16;5;0;05.12.2021 11:52;05.12.2021 11:52;48
283;283;283;284;8110;20;1334;feed part from magazin;200;12.05.2021;11:52:43;12.05.2021;11:52:45;11;27;05.12.2021 11:52;05.12.2021 11:52;48
284;284;284;285;8110;30;1334;assembly part with defined PCB;300;12.05.2021;11:56:47;12.05.2021;11:58:18;8;6;05.12.2021 11:56;05.12.2021 11:58;48
285;285;285;286;8110;40;1334;feed part from magazin;200;12.05.2021;11:59:13;12.05.2021;11:59:15;6;63;05.12.2021 11:59;05.12.2021 11:59;48
286;286;286;287;8110;50;1334;pressing for time in seconds;110;12.05.2021;11:59:35;12.05.2021;11:59:37;7;14;05.12.2021 11:59;05.12.2021 11:59;48
287;287;287;288;8110;60;1334;store a part from stopper 2;211;12.05.2021;12:01:20;12.05.2021;12:01:32;5;1126;05.12.2021 12:01;05.12.2021 12:01;48
288;288;289;289;8110;10;1334;release a defined part on stopper 1;212;12.05.2021;11:52:20;12.05.2021;11:52:33;5;0;05.12.2021 11:52;05.12.2021 11:52;49
289;289;290;290;8110;20;1334;feed part from magazin;200;12.05.2021;11:53:00;12.05.2021;11:53:02;11;27;05.12.2021 11:53;05.12.2021 11:53;49
290;290;291;297;8110;30;1334;assembly part with defined PCB;300;12.05.2021;12:03:56;12.05.2021;12:05:26;8;6;05.12.2021 12:03;05.12.2021 12:05;49
291;291;292;298;8110;40;1334;feed part from magazin;200;12.05.2021;12:06:48;12.05.2021;12:06:50;6;63;05.12.2021 12:06;05.12.2021 12:06;49
292;292;293;299;8110;50;1334;pressing for time in seconds;110;12.05.2021;12:07:03;12.05.2021;12:07:06;7;14;05.12.2021 12:07;05.12.2021 12:07;49
293;293;288;151;8110;60;1334;store a part from stopper 2;211;12.05.2021;12:08:40;12.05.2021;12:08:53;5;1126;05.12.2021 12:08;05.12.2021 12:08;49
294;294;298;295;8110;10;1334;release a defined part on stopper 1;212;12.05.2021;11:52:37;12.05.2021;11:52:50;5;0;05.12.2021 11:52;05.12.2021 11:52;50
295;295;299;296;8110;20;1334;feed part from magazin;200;12.05.2021;11:53:17;12.05.2021;11:53:20;11;27;05.12.2021 11:53;05.12.2021 11:53;50
296;296;294;291;8110;30;1334;assembly part with defined PCB;300;12.05.2021;12:07:17;12.05.2021;12:08:47;8;6;05.12.2021 12:07;05.12.2021 12:08;50
297;297;295;292;8110;40;1334;feed part from magazin;200;12.05.2021;12:09:37;12.05.2021;12:09:40;6;63;05.12.2021 12:09;05.12.2021 12:09;50
298;298;296;293;8110;50;1334;pressing for time in seconds;110;12.05.2021;12:09:53;12.05.2021;12:09:55;7;14;05.12.2021 12:09;05.12.2021 12:09;50
299;299;297;294;8110;60;1334;store a part from stopper 2;211;12.05.2021;12:12:14;12.05.2021;12:12:26;5;1126;05.12.2021 12:12;05.12.2021 12:12;50
300;300;300;300;8010;10;1335;release a defined part on stopper 1;212;12.05.2021;12:07:17;12.05.2021;12:07:31;5;0;05.12.2021 12:07;05.12.2021 12:07;51
301;301;301;301;8010;20;1335;feed part from magazin;200;12.05.2021;12:07:58;12.05.2021;12:08:00;11;27;05.12.2021 12:07;05.12.2021 12:08;51
302;302;302;302;8010;30;1335;assemble a PCB with one fuse left;302;12.05.2021;12:16:08;12.05.2021;12:18:21;8;6;05.12.2021 12:16;05.12.2021 12:18;51
303;303;303;303;8010;40;1335;feed part from magazin;200;12.05.2021;12:19:22;12.05.2021;12:19:24;6;63;05.12.2021 12:19;05.12.2021 12:19;51
304;304;304;304;8010;50;1335;pressing for time in seconds;110;12.05.2021;12:19:37;12.05.2021;12:19:39;7;14;05.12.2021 12:19;05.12.2021 12:19;51
305;305;305;305;8010;60;1335;store a part from stopper 2;211;12.05.2021;12:21:54;12.05.2021;12:22:06;5;1126;05.12.2021 12:21;05.12.2021 12:22;51
306;306;306;306;8010;10;1335;release a defined part on stopper 1;212;12.05.2021;12:07:35;12.05.2021;12:07:47;5;0;05.12.2021 12:07;05.12.2021 12:07;52
307;307;307;307;8010;20;1335;feed part from magazin;200;12.05.2021;12:08:15;12.05.2021;12:08:17;11;27;05.12.2021 12:08;05.12.2021 12:08;52
308;308;308;308;8010;30;1335;assemble a PCB with one fuse left;302;12.05.2021;12:18:25;12.05.2021;12:20:08;8;6;05.12.2021 12:18;05.12.2021 12:20;52
309;309;309;309;8010;40;1335;feed part from magazin;200;12.05.2021;12:21:12;12.05.2021;12:21:15;6;63;05.12.2021 12:21;05.12.2021 12:21;52
310;310;310;310;8010;50;1335;pressing for time in seconds;110;12.05.2021;12:21:35;12.05.2021;12:21:37;7;14;05.12.2021 12:21;05.12.2021 12:21;52
311;311;311;311;8010;60;1335;store a part from stopper 2;211;12.05.2021;12:23:25;12.05.2021;12:23:37;5;1126;05.12.2021 12:23;05.12.2021 12:23;52
312;312;312;312;8010;10;1335;release a defined part on stopper 1;212;12.05.2021;12:08:28;12.05.2021;12:08:40;5;0;05.12.2021 12:08;05.12.2021 12:08;53
313;313;313;313;8010;20;1335;feed part from magazin;200;12.05.2021;12:09:07;12.05.2021;12:09:09;11;27;05.12.2021 12:09;05.12.2021 12:09;53
314;314;314;320;8010;30;1335;assemble a PCB with one fuse left;302;12.05.2021;12:20:12;12.05.2021;12:21:56;8;6;05.12.2021 12:20;05.12.2021 12:21;53
